SESSIONID,USERID,REQUESTMONTH,REQUESTEDURL,lat,lon
1287405,1287405,3,h:513409,33.4255104,-111.9400054
1287405,1287405,3,h:4432,33.4255104,-111.9400054
1191488,1191488,3,h:804431,33.046233,-96.994174
1348262,1348262,3,h:46717,40.7329606,-73.9884556
1286922,1286922,4,h:61002,40.9263957,-98.3420118
1323482,1323482,4,h:19702,36.114646,-115.172816
1046787,1046787,4,h:16436,43.0389025,-87.9064736
1085108,1085108,4,h:16642,37.9735346,-122.5310874
1085108,1085108,4,h:5222,37.9735346,-122.5310874
1046787,1046787,4,h:16436,43.0389025,-87.9064736
1234204,1234204,4,h:39814,37.4282724,-121.9066238
1287405,1287405,4,h:146036,33.4255104,-111.9400054
1244972,1244972,4,h:11195,41.8781136,-87.6297982
1133945,1133945,12,h:162875,37.0057816,-121.5682751
1063490,1063490,12,h:1023,40.65,-73.95
1063490,1063490,12,h:782,40.65,-73.95
1063490,1063490,12,h:782,40.65,-73.95
1241660,1241660,12,h:51712,43.3772931,-73.6131714
1241660,1241660,12,h:789646,43.3772931,-73.6131714
1133945,1133945,12,h:14094,37.0057816,-121.5682751
1063490,1063490,12,h:34538,40.65,-73.95
1063490,1063490,12,h:11492,40.65,-73.95
1120912,1120912,12,h:884,30.3960324,-86.2288322
1063490,1063490,1,h:1238,40.65,-73.95
1023782,1023782,3,h:16642,40.715972,-74.001437
1023782,1023782,3,h:32163,40.715972,-74.001437
1063490,1063490,1,h:10936,40.65,-73.95
1120912,1120912,1,h:28304,30.3960324,-86.2288322
1120912,1120912,1,h:2297,30.3960324,-86.2288322
1218030,1218030,3,h:5222,37.629349,-122.400087
1241660,1241660,1,h:46717,43.3772931,-73.6131714
1023782,1023782,3,h:782,40.715972,-74.001437
1218030,1218030,3,h:9310,37.629349,-122.400087
1218030,1218030,3,h:5222,37.629349,-122.400087
1023782,1023782,3,h:32679,40.715972,-74.001437
1133945,1133945,3,h:39814,37.0057816,-121.5682751
1204652,1204652,3,h:138178,33.4483771,-112.0740373
1204652,1204652,3,h:138178,33.4483771,-112.0740373
1204652,1204652,4,h:334258,33.4483771,-112.0740373
1023782,1023782,4,h:92049,40.715972,-74.001437
1204652,1204652,4,h:103165,33.4483771,-112.0740373
1204652,1204652,4,h:65037,33.4483771,-112.0740373
1241660,1241660,4,h:2297,43.3772931,-73.6131714
1219714,1219714,12,h:64,41.8781136,-87.6297982
1125077,1125077,12,h:5222,41.372316,-73.733465
1219714,1219714,12,h:5867,41.8781136,-87.6297982
1219714,1219714,12,h:779105,41.8781136,-87.6297982
1312534,1312534,12,h:10756,45.34366,-75.762078
1125077,1125077,12,h:9822,41.372316,-73.733465
1125077,1125077,12,h:9822,41.372316,-73.733465
1312534,1312534,12,h:10756,45.34366,-75.762078
1219714,1219714,1,h:5867,41.8781136,-87.6297982
1312534,1312534,1,h:10754,45.34366,-75.762078
1297036,1297036,1,h:119444,33.4255104,-111.9400054
1125077,1125077,1,h:6669,41.372316,-73.733465
1312534,1312534,1,h:10754,45.34366,-75.762078
1297036,1297036,3,h:445318,33.4255104,-111.9400054
1136237,1136237,12,h:11492,40.7967667,-74.4815438
1226379,1226379,12,h:119469,33.414768,-111.9093095
1226379,1226379,1,h:15682,33.414768,-111.9093095
1136237,1136237,1,h:11492,40.7967667,-74.4815438
1136237,1136237,1,h:11492,40.7967667,-74.4815438
1226379,1226379,1,h:103165,33.414768,-111.9093095
1136237,1136237,1,h:11492,40.7967667,-74.4815438
1226379,1226379,3,h:128032,33.414768,-111.9093095
1226379,1226379,4,h:15682,33.414768,-111.9093095
1226379,1226379,4,h:15682,33.414768,-111.9093095
1226379,1226379,4,h:207184,33.414768,-111.9093095
1226379,1226379,4,h:228595,33.414768,-111.9093095
1346661,1346661,12,h:7620,34.0522342,-118.2436849
1249596,1249596,12,h:36418,33.0369867,-117.2919818
1084158,1084158,12,h:219953,37.7249296,-122.1560768
1346661,1346661,12,h:783,34.0522342,-118.2436849
1350825,1350825,12,h:7489,42.569214,-83.382149
1024622,1024622,12,h:49855,40.5684363,-74.5384889
1350825,1350825,12,h:77037,42.569214,-83.382149
1350825,1350825,12,h:20719,42.569214,-83.382149
1024622,1024622,12,h:34748,40.5684363,-74.5384889
1346661,1346661,12,h:7489,34.0522342,-118.2436849
1032092,1032092,12,h:146036,34.6100243,-112.315721
1084158,1084158,12,h:117551,37.7249296,-122.1560768
1272620,1272620,3,h:13909,38.8799697,-77.1067698
1024622,1024622,12,h:33150,40.5684363,-74.5384889
1272620,1272620,3,h:32163,38.8799697,-77.1067698
1298762,1298762,12,h:794,33.7489954,-84.3879824
1346661,1346661,12,h:27007,34.0522342,-118.2436849
1272620,1272620,12,h:47021,38.8799697,-77.1067698
1272620,1272620,12,h:46717,38.8799697,-77.1067698
1048619,1048619,3,h:151133,33.4483771,-112.0740373
1298762,1298762,12,h:7620,33.7489954,-84.3879824
1298762,1298762,12,h:2297,33.7489954,-84.3879824
1298762,1298762,12,h:7620,33.7489954,-84.3879824
1024622,1024622,12,h:12971,40.5684363,-74.5384889
1298762,1298762,12,h:260003,33.7489954,-84.3879824
1024622,1024622,1,h:20931,40.5684363,-74.5384889
1350825,1350825,12,h:223045,42.569214,-83.382149
1048619,1048619,3,h:466652,33.4483771,-112.0740373
1108436,1108436,1,h:7491,47.6062095,-122.3320708
1108436,1108436,1,h:5222,47.6062095,-122.3320708
1048619,1048619,3,h:466665,33.4483771,-112.0740373
1108436,1108436,1,h:7491,47.6062095,-122.3320708
1860976,1860976,1,h:32679,33.6046074907945,-86.6376686096191
1024622,1024622,1,h:5833,40.5684363,-74.5384889
1860976,1860976,3,h:31710,33.6046074907945,-86.6376686096191
1350825,1350825,1,h:50547,42.569214,-83.382149
1272620,1272620,1,h:47021,38.8799697,-77.1067698
1272620,1272620,1,h:31710,38.8799697,-77.1067698
1024622,1024622,1,h:62792,40.5684363,-74.5384889
1108436,1108436,3,h:7491,47.6062095,-122.3320708
1032092,1032092,3,h:147639,34.6100243,-112.315721
1350825,1350825,1,h:29487,42.569214,-83.382149
1860976,1860976,3,h:3104,33.6046074907945,-86.6376686096191
1108436,1108436,3,h:11195,47.6062095,-122.3320708
1048619,1048619,3,h:151133,33.4483771,-112.0740373
1032092,1032092,3,h:775910,34.6100243,-112.315721
1346661,1346661,3,h:783,34.0522342,-118.2436849
1032092,1032092,3,h:182687,34.6100243,-112.315721
1084158,1084158,3,h:21995,37.7249296,-122.1560768
1860976,1860976,3,h:3104,33.6046074907945,-86.6376686096191
1108436,1108436,3,h:7489,47.6062095,-122.3320708
1249596,1249596,3,h:8449,33.0369867,-117.2919818
1860976,1860976,3,h:3104,33.6046074907945,-86.6376686096191
1860976,1860976,3,h:31710,33.6046074907945,-86.6376686096191
1048619,1048619,4,h:141117,33.4483771,-112.0740373
1084158,1084158,4,h:562,37.7249296,-122.1560768
1084158,1084158,4,h:27519,37.7249296,-122.1560768
1860976,1860976,4,h:31710,33.6046074907945,-86.6376686096191
1272620,1272620,4,h:12004,38.8799697,-77.1067698
1032092,1032092,4,h:775910,34.6100243,-112.315721
1272620,1272620,4,h:280373,38.8799697,-77.1067698
1121180,1121180,12,h:20717,40.715972,-74.001437
1064150,1064150,12,h:390,42.1275267,-87.8289548
1085039,1085039,12,h:5222,40.788434,-74.1331988
1731401,1731401,12,h:9310,38.6155556,-90.1277778
1064150,1064150,12,h:11195,42.1275267,-87.8289548
1121180,1121180,12,h:788,40.715972,-74.001437
1064150,1064150,12,h:60,42.1275267,-87.8289548
1731401,1731401,12,h:7491,38.6155556,-90.1277778
1311483,1311483,12,h:4432,33.4483771,-112.0740373
1064150,1064150,12,h:3570,42.1275267,-87.8289548
1064150,1064150,12,h:22760,42.1275267,-87.8289548
1121180,1121180,12,h:106258,40.715972,-74.001437
1731401,1731401,12,h:9310,38.6155556,-90.1277778
1085039,1085039,1,h:2964,40.788434,-74.1331988
1151627,1151627,1,h:11195,41.8781136,-87.6297982
1151627,1151627,1,h:4084,41.8781136,-87.6297982
1085039,1085039,1,h:16093,40.788434,-74.1331988
1731401,1731401,1,h:11138,38.6155556,-90.1277778
1121756,1121756,3,h:41665,41.6828074,-88.3514596
1121756,1121756,1,h:427482,41.6828074,-88.3514596
1121756,1121756,3,h:633850,41.6828074,-88.3514596
1121180,1121180,1,h:2297,40.715972,-74.001437
1311483,1311483,3,h:116237,33.4483771,-112.0740373
1311483,1311483,3,h:4432,33.4483771,-112.0740373
1121756,1121756,3,h:54522,41.6828074,-88.3514596
1311483,1311483,3,h:496721,33.4483771,-112.0740373
1121756,1121756,3,h:583927,41.6828074,-88.3514596
1085039,1085039,3,h:36280,40.788434,-74.1331988
1311483,1311483,3,h:832604,33.4483771,-112.0740373
1311483,1311483,3,h:138178,33.4483771,-112.0740373
1882988,1882988,3,h:137400,33.4483771,-112.0740373
1882988,1882988,3,h:802636,33.4483771,-112.0740373
1121756,1121756,3,h:58695,41.6828074,-88.3514596
1882988,1882988,3,h:364569,33.4483771,-112.0740373
1882988,1882988,4,h:114929,33.4483771,-112.0740373
1121180,1121180,4,h:97403,40.715972,-74.001437
1311483,1311483,4,h:496721,33.4483771,-112.0740373
1085039,1085039,4,h:21948,40.788434,-74.1331988
1311483,1311483,4,h:138178,33.4483771,-112.0740373
1028318,1028318,12,h:138863,29.4241219,-98.4936282
1192535,1192535,3,h:314158,33.60535,-111.741113
1031524,1031524,12,h:9751,40.740389,-73.983385
1031524,1031524,12,h:46717,40.740389,-73.983385
1300076,1300076,12,h:12408,44.8546856,-93.470786
1300076,1300076,12,h:11138,44.8546856,-93.470786
1016678,1016678,12,h:234867,40.740389,-73.983385
1031524,1031524,12,h:29488,40.740389,-73.983385
1245174,1245174,12,h:7620,30.267153,-97.7430608
1299242,1299242,12,h:383466,-8.104488,112.008455
1245174,1245174,12,h:12004,30.267153,-97.7430608
1000614,1000614,12,h:17720,40.7439905,-74.0323626
1045890,1045890,12,h:2924,38.8799697,-77.1067698
1300076,1300076,12,h:64,44.8546856,-93.470786
1031524,1031524,12,h:9751,40.740389,-73.983385
1299242,1299242,12,h:16325,-8.104488,112.008455
1031524,1031524,12,h:16642,40.740389,-73.983385
1590697,1590697,12,h:7489,40.7143528,-74.0059731
1299242,1299242,12,h:2297,-8.104488,112.008455
1299242,1299242,12,h:2297,-8.104488,112.008455
1016678,1016678,12,h:366201,40.740389,-73.983385
1016678,1016678,12,h:6732,40.740389,-73.983385
1299242,1299242,12,h:137190,-8.104488,112.008455
1136969,1136969,12,h:60,41.4294753,-88.2286735
1245174,1245174,12,h:20073,30.267153,-97.7430608
1590697,1590697,12,h:7489,40.7143528,-74.0059731
1028318,1028318,12,h:138863,29.4241219,-98.4936282
1590697,1590697,1,h:9822,40.7143528,-74.0059731
1031524,1031524,1,h:9751,40.740389,-73.983385
1590697,1590697,1,h:7620,40.7143528,-74.0059731
1031524,1031524,1,h:68691,40.740389,-73.983385
1692536,1692536,1,h:60,45.0060767,-93.1566107
1000614,1000614,1,h:168946,40.7439905,-74.0323626
1045890,1045890,1,h:7284,38.8799697,-77.1067698
1016678,1016678,1,h:366201,40.740389,-73.983385
1245174,1245174,1,h:216441,30.267153,-97.7430608
1028318,1028318,3,h:138863,29.4241219,-98.4936282
1692536,1692536,1,h:38137,45.0060767,-93.1566107
1045890,1045890,1,h:64,38.8799697,-77.1067698
1192535,1192535,3,h:119463,33.60535,-111.741113
1692536,1692536,1,h:60,45.0060767,-93.1566107
1692536,1692536,1,h:64,45.0060767,-93.1566107
1028318,1028318,1,h:138863,29.4241219,-98.4936282
1300076,1300076,1,h:11138,44.8546856,-93.470786
1245174,1245174,1,h:11138,30.267153,-97.7430608
1031524,1031524,3,h:4202,40.740389,-73.983385
1031524,1031524,3,h:4202,40.740389,-73.983385
1031524,1031524,3,h:4700,40.740389,-73.983385
1692536,1692536,3,h:1255,45.0060767,-93.1566107
1192535,1192535,3,h:314158,33.60535,-111.741113
1136969,1136969,3,h:649380,41.4294753,-88.2286735
1692536,1692536,3,h:4432,45.0060767,-93.1566107
1031524,1031524,3,h:4700,40.740389,-73.983385
1031524,1031524,3,h:46717,40.740389,-73.983385
1031524,1031524,3,h:142566,40.740389,-73.983385
1016678,1016678,3,h:34809,40.740389,-73.983385
1028318,1028318,3,h:138863,29.4241219,-98.4936282
1692536,1692536,4,h:554432,45.0060767,-93.1566107
1192535,1192535,4,h:43940,33.60535,-111.741113
1192535,1192535,4,h:119450,33.60535,-111.741113
1192535,1192535,4,h:573113,33.60535,-111.741113
1000614,1000614,4,h:22952,40.7439905,-74.0323626
1000614,1000614,4,h:22952,40.7439905,-74.0323626
1045890,1045890,4,h:13909,38.8799697,-77.1067698
1192535,1192535,4,h:119463,33.60535,-111.741113
1045890,1045890,4,h:64,38.8799697,-77.1067698
1192535,1192535,4,h:207176,33.60535,-111.741113
1136969,1136969,4,h:649380,41.4294753,-88.2286735
1190824,1190824,12,h:169601,33.1626193,-96.9375051
1048249,1048249,12,h:55937,40.65,-73.95
1265746,1265746,12,h:17174,40.7143528,-74.0059731
1048249,1048249,12,h:16098,40.65,-73.95
1048249,1048249,12,h:25337,40.65,-73.95
1190824,1190824,12,h:54550,33.1626193,-96.9375051
1004927,1004927,12,h:31710,27.949436,-82.4651441
1049133,1049133,12,h:60,45.5234515,-122.6762071
1004927,1004927,12,h:2297,27.949436,-82.4651441
1264211,1264211,12,h:11195,36.1539816,-95.992775
1190824,1190824,12,h:169601,33.1626193,-96.9375051
1004927,1004927,12,h:7284,27.949436,-82.4651441
1049133,1049133,12,h:8449,45.5234515,-122.6762071
1190824,1190824,12,h:169601,33.1626193,-96.9375051
1265746,1265746,12,h:5222,40.7143528,-74.0059731
1265746,1265746,12,h:7620,40.7143528,-74.0059731
1190824,1190824,12,h:119503,33.1626193,-96.9375051
1048249,1048249,12,h:17689,40.65,-73.95
1265746,1265746,12,h:7620,40.7143528,-74.0059731
1264211,1264211,1,h:32163,36.1539816,-95.992775
1264211,1264211,1,h:181397,36.1539816,-95.992775
1264211,1264211,1,h:32163,36.1539816,-95.992775
1004927,1004927,3,h:62528,27.949436,-82.4651441
1049133,1049133,1,h:60,45.5234515,-122.6762071
1265746,1265746,3,h:10936,40.7143528,-74.0059731
1114311,1114311,1,h:5222,37.5585465,-122.2710788
1048249,1048249,1,h:330014,40.65,-73.95
1114311,1114311,1,h:32163,37.5585465,-122.2710788
1004927,1004927,1,h:62528,27.949436,-82.4651441
1264211,1264211,1,h:11195,36.1539816,-95.992775
1264211,1264211,3,h:142566,36.1539816,-95.992775
1114311,1114311,3,h:5222,37.5585465,-122.2710788
1048249,1048249,3,h:7491,40.65,-73.95
1049133,1049133,3,h:60,45.5234515,-122.6762071
1114311,1114311,3,h:5222,37.5585465,-122.2710788
1190824,1190824,3,h:932770,33.1626193,-96.9375051
1114311,1114311,4,h:5222,37.5585465,-122.2710788
1265746,1265746,4,h:9822,40.7143528,-74.0059731
1265746,1265746,4,h:5222,40.7143528,-74.0059731
1190824,1190824,4,h:103177,33.1626193,-96.9375051
1190824,1190824,4,h:169601,33.1626193,-96.9375051
1346022,1346022,12,h:601464,33.4483771,-112.0740373
1192193,1192193,12,h:11195,40.715972,-74.001437
1192193,1192193,12,h:11195,40.715972,-74.001437
1192193,1192193,12,h:7489,40.715972,-74.001437
1246817,1246817,12,h:2297,28.6419419,-81.123396
1198102,1198102,12,h:11195,41.6005448,-93.6091064
1346022,1346022,12,h:601464,33.4483771,-112.0740373
1198102,1198102,1,h:7491,41.6005448,-93.6091064
1198102,1198102,1,h:7491,41.6005448,-93.6091064
1346022,1346022,3,h:601464,33.4483771,-112.0740373
1192193,1192193,1,h:7620,40.715972,-74.001437
1192193,1192193,1,h:32679,40.715972,-74.001437
1198102,1198102,1,h:7491,41.6005448,-93.6091064
1192193,1192193,1,h:32679,40.715972,-74.001437
1192193,1192193,1,h:7489,40.715972,-74.001437
1346022,1346022,3,h:601464,33.4483771,-112.0740373
1346022,1346022,3,h:601464,33.4483771,-112.0740373
1346022,1346022,3,h:601464,33.4483771,-112.0740373
1346022,1346022,3,h:601464,33.4483771,-112.0740373
1346022,1346022,3,h:601464,33.4483771,-112.0740373
1246817,1246817,3,h:29488,28.6419419,-81.123396
1346022,1346022,4,h:601464,33.4483771,-112.0740373
1346022,1346022,4,h:601464,33.4483771,-112.0740373
1346022,1346022,4,h:4432,33.4483771,-112.0740373
1212431,1212431,12,h:393612,40.8409329,-74.3018154
1029459,1029459,12,h:213079,37.4852152,-122.2363548
1212431,1212431,12,h:117398,40.8409329,-74.3018154
1153163,1153163,3,h:2297,41.1536674,-81.3578859
1128930,1128930,12,h:11195,41.8397865,-87.9535534
1029459,1029459,12,h:5222,37.4852152,-122.2363548
1153163,1153163,3,h:7620,41.1536674,-81.3578859
1029459,1029459,12,h:7620,37.4852152,-122.2363548
1029459,1029459,12,h:117315,37.4852152,-122.2363548
1128930,1128930,1,h:10821,41.8397865,-87.9535534
1212431,1212431,1,h:4084,40.8409329,-74.3018154
1153163,1153163,1,h:7489,41.1536674,-81.3578859
1153163,1153163,1,h:86326,41.1536674,-81.3578859
1128930,1128930,1,h:10821,41.8397865,-87.9535534
1192612,1192612,3,h:610431,43.0389025,-87.9064736
1192612,1192612,3,h:43939,43.0389025,-87.9064736
1029459,1029459,1,h:31274,37.4852152,-122.2363548
1069419,1069419,1,h:7620,41.8781136,-87.6297982
1153163,1153163,1,h:86326,41.1536674,-81.3578859
1069419,1069419,1,h:783,41.8781136,-87.6297982
1128930,1128930,1,h:32163,41.8397865,-87.9535534
1212431,1212431,1,h:4084,40.8409329,-74.3018154
1212431,1212431,1,h:2297,40.8409329,-74.3018154
1128930,1128930,3,h:138863,41.8397865,-87.9535534
1192612,1192612,3,h:375524,43.0389025,-87.9064736
1192612,1192612,3,h:610436,43.0389025,-87.9064736
1069419,1069419,3,h:119541,41.8781136,-87.6297982
1069419,1069419,3,h:119541,41.8781136,-87.6297982
1062329,1062329,4,h:119483,33.4483771,-112.0740373
1212431,1212431,4,h:4084,40.8409329,-74.3018154
1212431,1212431,4,h:11138,40.8409329,-74.3018154
1062329,1062329,4,h:623824,33.4483771,-112.0740373
1153163,1153163,4,h:11195,41.1536674,-81.3578859
1128930,1128930,4,h:28304,41.8397865,-87.9535534
1153163,1153163,4,h:7491,41.1536674,-81.3578859
1062329,1062329,4,h:331364,33.4483771,-112.0740373
1350288,1350288,12,h:112931,44.6697805,-74.9813084
1207504,1207504,12,h:137400,33.414768,-111.9093095
1350288,1350288,12,h:127353,44.6697805,-74.9813084
1253587,1253587,12,h:18425,37.6810422,-122.1244088
1080591,1080591,12,h:204885,37.424106,-122.1660756
1080591,1080591,12,h:5222,37.424106,-122.1660756
1080591,1080591,12,h:9822,37.424106,-122.1660756
1043858,1043858,3,h:11195,25.9756704,-80.2867501
1350288,1350288,12,h:9822,44.6697805,-74.9813084
1207504,1207504,12,h:6350,33.414768,-111.9093095
1080591,1080591,12,h:192289,37.424106,-122.1660756
1043858,1043858,12,h:32679,25.9756704,-80.2867501
1253587,1253587,12,h:18425,37.6810422,-122.1244088
1253587,1253587,12,h:18425,37.6810422,-122.1244088
1350288,1350288,12,h:91385,44.6697805,-74.9813084
1080591,1080591,12,h:49881,37.424106,-122.1660756
1043858,1043858,3,h:32679,25.9756704,-80.2867501
1501113,1501113,3,h:5222,36.778261,-119.4179324
1080591,1080591,12,h:10092,37.424106,-122.1660756
1043858,1043858,12,h:32679,25.9756704,-80.2867501
1350288,1350288,12,h:7620,44.6697805,-74.9813084
1043858,1043858,12,h:32679,25.9756704,-80.2867501
1310412,1310412,12,h:32163,40.7878788,-74.0143064
1043858,1043858,12,h:694649,25.9756704,-80.2867501
1253587,1253587,12,h:329068,37.6810422,-122.1244088
1043858,1043858,12,h:32679,25.9756704,-80.2867501
1310412,1310412,12,h:10936,40.7878788,-74.0143064
1043858,1043858,12,h:32679,25.9756704,-80.2867501
1043858,1043858,1,h:32679,25.9756704,-80.2867501
1207504,1207504,1,h:241634,33.414768,-111.9093095
1043858,1043858,1,h:32679,25.9756704,-80.2867501
1501113,1501113,1,h:14094,36.778261,-119.4179324
1043858,1043858,1,h:32679,25.9756704,-80.2867501
1310412,1310412,1,h:32163,40.7878788,-74.0143064
1223567,1223567,1,h:4084,40.3487181,-74.6590472
1043858,1043858,1,h:32679,25.9756704,-80.2867501
1501113,1501113,1,h:9813,36.778261,-119.4179324
1080591,1080591,1,h:114087,37.424106,-122.1660756
1253587,1253587,1,h:19033,37.6810422,-122.1244088
1223567,1223567,1,h:23558,40.3487181,-74.6590472
1043858,1043858,1,h:32679,25.9756704,-80.2867501
1223567,1223567,1,h:126114,40.3487181,-74.6590472
1310412,1310412,1,h:10936,40.7878788,-74.0143064
1253587,1253587,1,h:18425,37.6810422,-122.1244088
1310412,1310412,1,h:16098,40.7878788,-74.0143064
1043858,1043858,1,h:32679,25.9756704,-80.2867501
1043858,1043858,1,h:32679,25.9756704,-80.2867501
1043858,1043858,1,h:32679,25.9756704,-80.2867501
1043858,1043858,1,h:32679,25.9756704,-80.2867501
1223567,1223567,1,h:11492,40.3487181,-74.6590472
1501113,1501113,3,h:56865,36.778261,-119.4179324
1043858,1043858,3,h:32679,25.9756704,-80.2867501
1043858,1043858,3,h:3104,25.9756704,-80.2867501
1043858,1043858,3,h:32679,25.9756704,-80.2867501
1310412,1310412,3,h:32163,40.7878788,-74.0143064
1501113,1501113,3,h:5222,36.778261,-119.4179324
1043858,1043858,3,h:32679,25.9756704,-80.2867501
1207504,1207504,4,h:103177,33.414768,-111.9093095
1501113,1501113,4,h:5222,36.778261,-119.4179324
1501113,1501113,4,h:5222,36.778261,-119.4179324
1207504,1207504,4,h:6350,33.414768,-111.9093095
1501113,1501113,4,h:5222,36.778261,-119.4179324
1043858,1043858,4,h:32679,25.9756704,-80.2867501
1000549,1000549,12,h:22676,52.355759,6.663058
1000549,1000549,12,h:403305,52.355759,6.663058
1267654,1267654,12,h:11492,40.7920449,-73.8095574
1267654,1267654,12,h:11492,40.7920449,-73.8095574
1267654,1267654,12,h:326129,40.7920449,-73.8095574
1000549,1000549,12,h:49881,52.355759,6.663058
1058533,1058533,12,h:9310,36.3728538,-94.2088172
1267654,1267654,12,h:11492,40.7920449,-73.8095574
1267654,1267654,12,h:11492,40.7920449,-73.8095574
1141030,1141030,1,h:254658,43.6525,-79.3816667
1193777,1193777,3,h:12004,33.1580933,-117.3505939
1141030,1141030,1,h:47981,43.6525,-79.3816667
1141030,1141030,1,h:18553,43.6525,-79.3816667
1141030,1141030,1,h:47981,43.6525,-79.3816667
1210224,1210224,1,h:4432,33.4483771,-112.0740373
1000549,1000549,1,h:2964,52.355759,6.663058
1058533,1058533,3,h:11195,36.3728538,-94.2088172
1193777,1193777,3,h:12004,33.1580933,-117.3505939
1193777,1193777,3,h:60,33.1580933,-117.3505939
1192055,1192055,3,h:576939,33.4483771,-112.0740373
1193777,1193777,3,h:562,33.1580933,-117.3505939
1210224,1210224,3,h:424197,33.4483771,-112.0740373
1000549,1000549,4,h:151124,52.355759,6.663058
1194957,1194957,4,h:3570,39.041408,-77.481018
1194957,1194957,4,h:27519,39.041408,-77.481018
1194957,1194957,4,h:20073,39.041408,-77.481018
1194957,1194957,4,h:20073,39.041408,-77.481018
1210224,1210224,4,h:16512,33.4483771,-112.0740373
1192055,1192055,4,h:137400,33.4483771,-112.0740373
1210224,1210224,4,h:601224,33.4483771,-112.0740373
1192055,1192055,4,h:54313,33.4483771,-112.0740373
1192055,1192055,4,h:151161,33.4483771,-112.0740373
1090931,1090931,12,h:84899,37.798577,-122.4246535
1163577,1163577,3,h:116240,33.4941704,-111.9260519
1178331,1178331,3,h:41665,33.4483771,-112.0740373
1090931,1090931,1,h:5222,37.798577,-122.4246535
1090931,1090931,1,h:5222,37.798577,-122.4246535
1163577,1163577,1,h:54431,33.4941704,-111.9260519
1090931,1090931,1,h:7620,37.798577,-122.4246535
1090931,1090931,1,h:7620,37.798577,-122.4246535
1090931,1090931,1,h:5222,37.798577,-122.4246535
1163577,1163577,3,h:116240,33.4941704,-111.9260519
1163577,1163577,3,h:210044,33.4941704,-111.9260519
1163577,1163577,3,h:169601,33.4941704,-111.9260519
1163577,1163577,3,h:130103,33.4941704,-111.9260519
1163577,1163577,3,h:116240,33.4941704,-111.9260519
1163577,1163577,3,h:116240,33.4941704,-111.9260519
1163577,1163577,3,h:116240,33.4941704,-111.9260519
1178331,1178331,4,h:525345,33.4483771,-112.0740373
1163577,1163577,4,h:137400,33.4941704,-111.9260519
1125198,1125198,12,h:92495,33.4941704,-111.9260519
1270492,1270492,12,h:19766,40.7143528,-74.0059731
1125198,1125198,12,h:103165,33.4941704,-111.9260519
1119935,1119935,12,h:933,37.7021521,-121.9357918
1201753,1201753,12,h:54359,33.4483771,-112.0740373
1037321,1037321,12,h:29488,39.5963889,-104.8438889
1270492,1270492,12,h:15889,40.7143528,-74.0059731
1119935,1119935,12,h:390,37.7021521,-121.9357918
1225454,1225454,12,h:146036,40.7329606,-73.9884556
1119935,1119935,12,h:60,37.7021521,-121.9357918
1119935,1119935,12,h:3570,37.7021521,-121.9357918
1225454,1225454,12,h:2964,40.7329606,-73.9884556
1225454,1225454,12,h:4432,40.7329606,-73.9884556
1314208,1314208,12,h:107262,39.9611755,-82.9987942
1270492,1270492,12,h:15889,40.7143528,-74.0059731
1119935,1119935,12,h:705316,37.7021521,-121.9357918
1119935,1119935,12,h:61079,37.7021521,-121.9357918
1119935,1119935,12,h:390,37.7021521,-121.9357918
1270492,1270492,3,h:216290,40.7143528,-74.0059731
1125198,1125198,3,h:44212,33.4941704,-111.9260519
1314208,1314208,1,h:16091,39.9611755,-82.9987942
1037321,1037321,1,h:11138,39.5963889,-104.8438889
1037321,1037321,1,h:29488,39.5963889,-104.8438889
1225454,1225454,3,h:85052,40.7329606,-73.9884556
1312248,1312248,3,h:183555,33.4255104,-111.9400054
1314208,1314208,3,h:5222,39.9611755,-82.9987942
1270492,1270492,3,h:7324,40.7143528,-74.0059731
1312248,1312248,3,h:871720,33.4255104,-111.9400054
1312248,1312248,3,h:1099466,33.4255104,-111.9400054
1125198,1125198,4,h:54594,33.4941704,-111.9260519
1125198,1125198,4,h:54365,33.4941704,-111.9260519
1312248,1312248,4,h:940606,33.4255104,-111.9400054
1312248,1312248,4,h:250793,33.4255104,-111.9400054
1119935,1119935,4,h:32679,37.7021521,-121.9357918
1119935,1119935,4,h:29488,37.7021521,-121.9357918
1208936,1208936,4,h:1046673,33.9412127,-84.2135309
1201753,1201753,4,h:54379,33.4483771,-112.0740373
1225454,1225454,4,h:2964,40.7329606,-73.9884556
1225454,1225454,4,h:1011459,40.7329606,-73.9884556
1312248,1312248,4,h:114598,33.4255104,-111.9400054
1225454,1225454,4,h:4432,40.7329606,-73.9884556
1312248,1312248,4,h:54602,33.4255104,-111.9400054
1201753,1201753,4,h:54359,33.4483771,-112.0740373
1115040,1115040,12,h:633083,33.4483771,-112.0740373
1644310,1644310,12,h:32163,42.1275267,-87.8289548
1644310,1644310,12,h:32679,42.1275267,-87.8289548
1102902,1102902,12,h:7284,45.5234515,-122.6762071
1644310,1644310,12,h:11195,42.1275267,-87.8289548
1644310,1644310,12,h:46717,42.1275267,-87.8289548
1102902,1102902,12,h:8449,45.5234515,-122.6762071
1115040,1115040,3,h:54548,33.4483771,-112.0740373
1273690,1273690,3,h:7620,34.0522342,-118.2436849
1102902,1102902,1,h:60383,45.5234515,-122.6762071
1102902,1102902,3,h:47021,45.5234515,-122.6762071
1644310,1644310,3,h:36373,42.1275267,-87.8289548
1102902,1102902,3,h:11492,45.5234515,-122.6762071
1273690,1273690,1,h:5222,34.0522342,-118.2436849
