USERID,ITEMID,RATING,LATITUDE,LONGITUDE
8481,h:1075,1,40.703892,-73.990656
1687,h:4691,1,53.470481,-2.242931
12159,h:39078,1,40.03493,-83.009679
17724,h:19585,1,-6.187439,106.461147
14862,h:17233,1,28.087088,-80.649669
8740,h:249,1,40.723088,-73.969437
4633,h:1599,1,40.80446,-73.966358
13509,h:1899,1,35.101255,-89.853407
7614,h:2330,1,33.767,-118.189
16535,h:697,1,40.484755,-88.955312
10041,h:189,1,40.771576,-73.959298
17701,h:625,1,38.897514,-77.008965
125,h:2744,1,-6.236192,106.828273
10734,h:4048,1,41.987427,-87.981144
10457,h:1269,1,51.475341,-0.028754
8157,h:6645,1,34.159848,-118.824853
6072,h:16801,1,-6.992374,110.478033
3834,h:5,1,37.774637,-122.424457
7558,h:1840,1,-1.276083,116.841766
3320,h:265,1,41.888285,-87.617546
764,h:3340,1,55.824321,37.497163
17084,h:9171,1,41.865342,-88.33542
13682,h:3486,1,40.161888,-105.103873
3868,h:7615,1,-7.285773,112.755458
5501,h:4153,1,36.161571,-95.762015
11349,h:9344,1,21.283713,-157.814393
15387,h:162,1,40.753044,-73.977084
11089,h:1112,1,36.969044,-86.482649
3402,h:25419,1,42.347111,-71.075583
5976,h:3136,1,49.280695,-122.985497
13959,h:4852,1,34.147176,-118.426014
4992,h:2961,1,39.771343,-86.157371
2414,h:2684,1,30.209858,-97.697727
13222,h:4717,1,33.433194,-111.877652
10863,h:5831,1,41.85208,-87.646444
12407,h:138,1,40.697627,-73.925061
14892,h:382,1,-6.91243,107.606903
15755,h:847,1,40.661653,-73.960637
4159,h:10076,1,32.987934,-96.992022
857,h:139,1,40.783129,-73.959242
8963,h:1117,1,45.508888,-73.55352
5432,h:105,1,37.767669,-122.494378
15640,h:2645,1,40.826995,-73.928118
3296,h:2402,1,50.984127,-114.072504
17438,h:36292,1,47.276886,8.628432
3925,h:6351,1,33.880144,-118.404646
11985,h:156,1,40.750085,-73.993263
15037,h:2641,1,40.719876,-74.31419
7890,h:1011,1,41.930402,-87.646491
15059,h:105,1,37.771071,-122.494168
10316,h:3822,1,28.472162,-81.473451
9999,h:827,1,47.653329,-122.305253
17141,h:5072,1,-22.979255,-43.192127
17393,h:7501,1,39.697718,-84.101469
13087,h:7612,1,-7.26208,112.80073
13887,h:2897,1,42.208643,-83.355992
9221,h:1768,1,40.733,-73.9857
13740,h:3337,1,39.413229,-76.615357
12709,h:477,1,40.7317,-73.9785
13449,h:9065,1,50.849596,4.346978
2002,h:19512,1,41.940078,12.588305
9894,h:37830,1,33.499146,-111.923165
8216,h:12585,1,33.907813,-84.281234
8895,h:2948,1,41.966776,-87.664327
9929,h:14492,1,51.50399,7.44922
10117,h:5980,1,54.968719,-1.617469
15369,h:388,1,30.2669,-97.7396
10909,h:27451,1,35.221291,-80.817316
11028,h:738,1,42.370194,-71.08777
7368,h:744,1,42.36831,-71.021547
11968,h:3287,1,34.070116,-84.252005
13476,h:149,1,40.729465,-73.991733
713,h:9597,1,32.779391,-97.08019
6842,h:162,1,40.761,-73.9797
10736,h:570,1,45.050656,-93.157949
2186,h:1,1,37.782095,-122.400613
10303,h:5986,1,42.052057,-87.673546
12628,h:2682,1,30.2615,-97.7591
10542,h:319,1,33.34672,-111.904872
892,h:11783,1,-23.506229,-47.45591
65,h:1622,1,40.558461,-74.564499
1679,h:249,1,40.726289,-73.980332
7477,h:12518,1,42.42092,-71.06858
7092,h:802,1,48.475165,-122.65167
15843,h:521,1,38.905839,-77.03494
12118,h:86,1,36.119456,-115.172435
10308,h:3177,1,41.028566,-74.237746
8455,h:11653,1,40.684979,-73.991672
15886,h:26661,1,27.833639,-82.322597
9007,h:1347,1,3.163425,101.715315
6275,h:19798,1,29.558757,-95.362811
2851,h:2789,1,48.890223,2.326959
6615,h:2822,1,40.691117,-74.296501
1456,h:633,1,29.986721,-90.255175
2448,h:528,1,42.3544,-71.1353
5963,h:10159,1,39.598562,-104.804265
8340,h:1269,1,51.519948,-0.165792
8321,h:17503,1,30.25335,-81.56872
11749,h:14043,1,40.469413,-3.656044
4353,h:1222,1,40.718938,-74.003194
14399,h:48,1,37.769225,-122.444646
14246,h:5442,1,39.057061,-77.119054
204,h:144,1,40.690234,-73.981054
14773,h:3555,1,41.877725,-87.621106
6266,h:23744,1,40.414386,-80.03396
6204,h:88,1,40.72146,-74.003289
7751,h:4713,1,33.43092,-111.684283
11212,h:34,1,37.782018,-122.418192
15500,h:1,1,37.782321,-122.400527
7482,h:34,1,37.779365,-122.416706
11632,h:4955,1,51.473687,-0.119183
7874,h:32622,1,41.99413,-91.64512
10151,h:249,1,40.72505,-73.981485
10795,h:4308,1,40.756626,-73.875605
12558,h:7,1,37.782715,-122.388586
7519,h:982,1,43.612108,-79.556628
7751,h:4713,1,33.430918,-111.682965
11947,h:6067,1,36.127419,-115.224915
8033,h:14,1,37.191777,-121.713139
399,h:6502,1,41.35059,-73.010631
15203,h:1242,1,33.966485,-118.453261
1420,h:7881,1,41.960355,-87.754193
4421,h:3417,1,42.331638,-83.08161
15332,h:10693,1,33.89891,-84.491472
13869,h:4251,1,40.712017,-73.950995
4920,h:86,1,36.12238,-115.165603
10074,h:4713,1,33.414936,-111.874423
1316,h:165,1,40.758408,-73.981826
4327,h:264,1,41.933985,-87.644442
14247,h:249,1,40.797275,-73.920221
12968,h:19055,1,28.684558,-81.42272
11073,h:37953,1,46.260131,-63.148679
11499,h:6222,1,37.687945,-97.336189
11902,h:14,1,33.567263,-117.83201
2823,h:3878,1,29.890106,-97.905384
1710,h:941,1,49.285626,-123.126425
7439,h:970,1,43.000912,-78.789525
15375,h:4853,1,34.164588,-118.374252
4483,h:24932,1,34.234568,-84.456278
3163,h:2615,1,-6.28861,106.856382
9664,h:823,1,47.519027,-122.299418
10392,h:3461,1,40.685645,-74.001912
224,h:424,1,38.889563,-77.016778
14582,h:2041,1,28.388206,-81.482107
16831,h:1994,1,39.940415,-75.154049
1453,h:6924,1,28.405708,-81.579666
8818,h:9450,1,47.5752,-122.171
13665,h:1873,1,42.476687,-83.158865
469,h:876,1,41.883265,-87.621492
4401,h:2094,1,37.3907,-122.081
8409,h:257,1,40.7415,-73.9809
16644,h:10038,1,40.868491,-73.918568
2576,h:9375,1,43.078408,-87.876195
6989,h:12473,1,29.701748,-98.126063
12654,h:692,1,40.774302,-73.87192
3478,h:13545,1,40.761046,-73.990139
15174,h:141,1,40.729979,-73.983501
3393,h:397,1,34.147897,-118.338847
10530,h:28420,1,37.788216,-122.420228
3747,h:6285,1,40.899871,-73.987799
125,h:2610,1,-8.744263,115.181341
11653,h:3063,1,29.577544,-98.597392
7768,h:7391,1,45.548014,9.328048
10392,h:3461,1,40.685724,-74.00197
1410,h:833,1,47.612541,-122.338596
4536,h:19901,1,50.407612,-4.092721
12031,h:802,1,47.528713,-121.825391
10798,h:38429,1,45.822265,1.272757
4810,h:2747,1,-6.174444,106.783653
343,h:693,1,40.697599,-73.993271
12096,h:162,1,40.762227,-73.970751
17178,h:5072,1,-22.983783,-43.213523
17764,h:249,1,40.702837,-73.996729
5219,h:152,1,40.772726,-73.917646
14718,h:27307,1,39.565615,-76.98809
15755,h:27451,1,35.2205,-80.811655
10109,h:141,1,40.726482,-73.984638
8104,h:28350,1,44.97591,-123.009238
15890,h:29500,1,51.511961,-0.122775
6381,h:2363,1,36.856921,-76.218531
17003,h:918,1,41.892492,-87.636815
2752,h:134,1,37.786923,-122.411641
15979,h:142,1,40.722778,-73.988649
16994,h:2433,1,37.738536,-122.416148
4970,h:30130,1,40.225633,-74.00978
120,h:142,1,40.71963,-73.985076
12575,h:876,1,41.878419,-87.634102
3943,h:157,1,40.708377,-73.799103
11475,h:3917,1,40.636507,-73.943577
7254,h:10951,1,-6.939106,107.776379
11740,h:39522,1,31.814207,-106.513717
9498,h:2014,1,32.8089,-96.7966
7711,h:4568,1,52.377557,4.899673
4078,h:338,1,34.034417,-118.454025
4105,h:27830,1,56.11606,-3.801699
2020,h:19441,1,44.953866,-93.242168
8780,h:884,1,40.67801,-73.963208
13672,h:3413,1,43.774095,11.253196
8020,h:1848,1,-6.570652,106.731335
14798,h:13679,1,64.146243,-21.938668
14462,h:35243,1,39.496563,-0.353786
12924,h:7915,1,33.768616,-84.253116
17677,h:5,1,37.806525,-122.422786
11441,h:1269,1,51.507327,-0.220714
9733,h:37659,1,35.303919,-77.655402
1136,h:2976,1,41.520663,-83.451928
3565,h:3093,1,26.150829,-80.129137
9306,h:2753,1,-6.139232,106.868907
7689,h:86,1,36.098235,-115.180471
7392,h:34802,1,40.890535,14.264858
11588,h:264,1,41.852767,-87.632053
5104,h:6017,1,41.398735,2.156047
17779,h:5847,1,51.550411,5.069241
6474,h:14280,1,45.669072,12.181456
12330,h:1174,1,43.045527,-87.910752
1996,h:3544,1,44.972353,-93.27362
15416,h:8043,1,45.481185,9.144344
4354,h:28526,1,28.878924,-96.996773
10171,h:38081,1,38.574028,-121.494405
3910,h:13126,1,47.503278,8.727475
4452,h:528,1,42.366915,-71.021247
16655,h:12470,1,30.203836,-95.262783
13860,h:439,1,40.728086,-74.049998
14279,h:2794,1,25.770909,-80.134125
13331,h:14478,1,47.181786,8.572236
7583,h:4956,1,51.505389,-0.028578
4463,h:3320,1,37.332102,-121.889842
7017,h:8973,1,38.653453,-121.269022
692,h:374,1,35.916248,-86.835991
13171,h:12506,1,34.587102,-118.146497
7082,h:3409,1,45.481436,9.167263
924,h:7754,1,42.260349,-71.013096
14918,h:142,1,40.7212,-73.988
3860,h:768,1,39.797528,-86.234658
15219,h:892,1,21.275348,-157.819283
7762,h:391,1,37.387102,-122.063706
8841,h:5303,1,39.957069,-82.999577
296,h:936,1,49.282784,-123.109649
15407,h:58,1,34.049236,-118.256134
13510,h:7523,1,45.643363,13.857101
4079,h:217,1,34.201457,-112.765637
10227,h:12394,1,33.874709,-117.919457
12158,h:3063,1,29.517904,-98.398438
6660,h:9145,1,34.099875,-117.606421
10035,h:18466,1,34.024508,-118.365475
17453,h:2010,1,33.039951,-97.004077
2976,h:23882,1,33.356579,-111.75296
14472,h:11348,1,42.173521,-71.11169
16505,h:938,1,49.282231,-123.127727
15530,h:257,1,40.740997,-73.972491
9615,h:6131,1,53.83697,-2.94622
9146,h:936,1,49.278326,-123.120469
5102,h:8377,1,-6.873415,107.617142
17535,h:42,1,32.73124,-117.13124
17796,h:12266,1,34.222851,-118.631425
8905,h:1382,1,40.736837,-74.031951
4329,h:159,1,40.716871,-73.959069
18035,h:7408,1,41.767373,-72.268625
15316,h:22471,1,-5.15179,119.423128
3696,h:4030,1,34.105413,-118.323682
15205,h:424,1,38.886076,-77.006283
17856,h:1523,1,43.039748,-76.129857
14941,h:915,1,32.774996,-117.04945
4357,h:768,1,40.749965,-86.053207
2701,h:156,1,40.742789,-73.999565
3511,h:2211,1,40.675587,-74.000573
14638,h:944,1,49.268165,-123.154578
13503,h:872,1,-0.95373,100.351997
164,h:2087,1,37.396688,-122.10694
16143,h:39728,1,30.597162,-84.252111
14882,h:189,1,40.7716,-73.9563
6375,h:8880,1,30.281522,-81.38887
5692,h:2976,1,40.156204,-83.118095
11142,h:755,1,51.507482,-0.124861
4047,h:37,1,32.747944,-117.207689
4499,h:1054,1,32.966844,-96.823808
11795,h:24446,1,42.965201,-85.671569
2020,h:19441,1,44.949003,-93.273839
2223,h:20477,1,40.314189,-79.680276
4920,h:628,1,39.876546,-75.241284
5317,h:5487,1,33.100202,-96.811202
15133,h:11758,1,29.392583,-98.464002
2854,h:23414,1,35.983055,-80.023836
8969,h:2361,1,35.762281,-78.715809
15787,h:249,1,40.713714,-73.972639
2673,h:12321,1,-8.60891,115.264572
6700,h:860,1,40.757263,-73.993441
7082,h:5615,1,45.486433,9.204998
10509,h:120,1,48.837342,2.348953
14275,h:3450,1,45.484888,9.202782
5570,h:14154,1,38.109776,-122.593163
516,h:7978,1,52.517491,13.489453
16623,h:526,1,38.910316,-77.038327
4079,h:241,1,33.451844,-112.07084
94,h:391,1,37.399989,-122.109819
12493,h:5565,1,53.55932,9.964214
2613,h:3974,1,30.267296,-97.768034
10792,h:397,1,34.168223,-118.343661
3320,h:2102,1,41.904921,-87.63358
293,h:5162,1,45.432507,12.355496
125,h:2725,1,-2.948194,104.759855
16228,h:319,1,33.393003,-111.915435
4021,h:2345,1,33.375031,-86.818449
2982,h:4663,1,-6.129026,106.65761
2496,h:3287,1,34.072613,-84.295507
8654,h:5398,1,-33.892612,18.514581
3972,h:868,1,36.131319,-115.151832
5239,h:22,1,37.761847,-122.421768
492,h:5510,1,34.066534,-118.446192
7688,h:2096,1,33.847223,-88.511336
15648,h:3354,1,41.561944,-93.771667
14477,h:30126,1,33.299821,-112.0353
3226,h:8193,1,33.211118,-96.737111
6737,h:22025,1,42.953448,-78.82635
7121,h:14442,1,-6.231667,106.696343
4853,h:2924,1,40.706025,14.48847
12951,h:3340,1,55.817772,37.575953
845,h:11289,1,56.04621,12.690864
1009,h:97,1,40.730668,-74.001025
9215,h:547,1,42.948193,-87.901847
4698,h:24199,1,-20.465169,-54.59119
5778,h:32125,1,34.852655,-92.227663
12514,h:2563,1,32.734592,-97.358792
13640,h:1136,1,45.340931,-74.665426
1534,h:16680,1,42.397488,-71.262158
15494,h:674,1,39.74339,-104.98231
15183,h:3588,1,32.77506,-117.142782
7186,h:141,1,40.7264,-73.9862
10616,h:453,1,29.955407,-90.063743
9131,h:4018,1,28.054576,-82.429412
8663,h:36529,1,37.97062,-121.28816
6962,h:14380,1,39.68654,-105.000049
5192,h:679,1,40.013902,-105.25843
17430,h:10269,1,38.457124,-121.843162
5118,h:11206,1,30.146586,-96.383764
12876,h:6962,1,43.494734,-112.038064
18058,h:1482,1,37.377122,-121.918456
8662,h:869,1,36.144063,-115.199424
2788,h:6568,1,40.85665,-74.025118
17378,h:3089,1,26.121872,-80.104365
6863,h:3409,1,45.481868,9.154651
17453,h:21428,1,33.291965,-96.986251
11467,h:1987,1,40.833455,-73.362939
11531,h:1581,1,42.937133,-87.957243
11843,h:9691,1,45.458445,9.274643
12951,h:3340,1,55.782244,37.600732
9409,h:12642,1,-0.146362,109.405262
13545,h:2318,1,32.763628,-117.126292
10558,h:11637,1,44.652883,10.897463
11960,h:799,1,47.6018,-122.334
1448,h:735,1,42.356395,-71.062617
14951,h:9142,1,34.146978,-118.254646
7874,h:32622,1,41.994231,-91.644945
15843,h:7484,1,38.912783,-77.038193
11089,h:1112,1,36.984121,-86.461424
7211,h:12505,1,34.05119,-118.378452
11412,h:120,1,48.893667,2.235265
642,h:3340,1,55.755199,37.61513
13887,h:2897,1,42.230663,-83.346316
6713,h:667,1,39.75447,-104.994179
12674,h:3063,1,29.510554,-98.522567
548,h:8375,1,-6.868559,107.589902
16302,h:5046,1,52.538839,-1.906412
4205,h:156,1,40.749706,-73.991601
5149,h:1551,1,43.109655,-89.18177
7634,h:1117,1,45.507458,-73.552558
11529,h:242,1,33.45903,-112.068629
17419,h:283,1,33.58231,-111.815031
5819,h:633,1,29.985187,-90.257408
11053,h:534,1,39.021351,-76.92893
13228,h:28219,1,52.630057,1.291498
857,h:1174,1,43.035244,-87.908083
2674,h:22738,1,0.498302,101.468723
8243,h:2897,1,42.202899,-83.358979
17120,h:2210,1,32.796123,-96.791009
16497,h:388,1,30.2672,-97.7366
11477,h:582,1,33.426295,-111.927612
4200,h:813,1,38.614164,-122.870683
17899,h:375,1,38.177903,-84.813294
3680,h:843,1,47.445094,-122.296908
10736,h:38617,1,45.01205,-93.381949
16406,h:120,1,48.856709,2.301582
4185,h:1249,1,40.693609,-74.015412
12125,h:9158,1,-8.695006,115.230045
11922,h:162,1,40.759448,-73.9782
12387,h:39929,1,53.507396,-2.257819
9935,h:2040,1,-25.400358,-49.199459
2990,h:23967,1,32.285718,-110.937612
16761,h:17509,1,40.579826,-74.502198
7178,h:728,1,34.021595,-118.28059
1486,h:9344,1,21.278179,-157.813675
14420,h:5156,1,41.39456,2.152381
11675,h:5554,1,48.77356,9.176697
16931,h:156,1,40.749256,-73.995897
17163,h:7367,1,33.574843,-117.725259
2033,h:3415,1,44.50539,11.343007
11015,h:11985,1,34.144989,-118.154803
15073,h:264,1,41.9786,-87.892774
7696,h:31087,1,42.32161,-87.86756
11134,h:17031,1,29.81668,-95.40923
7740,h:5497,1,34.050609,-84.342328
734,h:5531,1,51.209056,6.782868
11703,h:24622,1,44.5245,-89.523
17918,h:102,1,40.660945,-73.829584
13237,h:217,1,34.736607,-112.026211
5011,h:14632,1,40.642338,-73.915675
766,h:87,1,36.11451,-115.195905
18044,h:868,1,36.135517,-115.125859
4931,h:21523,1,39.736102,-121.819324
3651,h:18295,1,41.764699,-72.74018
122,h:165,1,40.760666,-73.984574
14420,h:3194,1,40.515459,-3.66219
7804,h:35417,1,53.170889,6.866744
15047,h:8592,1,39.279824,-76.574128
2032,h:8420,1,34.1025,-117.932988
13428,h:870,1,36.067129,-115.170813
15298,h:6924,1,28.365498,-81.547222
10346,h:2224,1,39.062698,-77.12236
14279,h:2791,1,25.784651,-80.141061
16143,h:39728,1,30.597139,-84.252085
2388,h:5459,1,32.943614,-96.838999
1986,h:16112,1,29.72272,-95.756905
15648,h:3363,1,41.707222,-93.583333
1397,h:283,1,33.469071,-111.926316
2251,h:17499,1,48.86773,2.377588
13130,h:257,1,40.7399,-73.984911
289,h:151,1,40.688799,-73.956519
14163,h:6930,1,41.106589,-73.548007
3478,h:89,1,40.7354,-74.01
5597,h:2134,1,33.786911,-84.390238
8371,h:5398,1,-33.821621,18.489518
13867,h:14,1,33.551302,-117.159491
7715,h:35244,1,39.601675,-0.561294
8622,h:12470,1,30.098889,-95.222106
11151,h:26052,1,35.849507,-90.67251
6027,h:249,1,40.722638,-73.982926
8364,h:189,1,40.775924,-73.961088
8751,h:846,1,40.668586,-73.964553
3448,h:89,1,40.73317,-74.00573
9879,h:260,1,33.802433,-84.392814
1384,h:5416,1,40.7309,-73.9914
8954,h:1890,1,21.383613,-157.945504
5498,h:122,1,29.986869,-95.341673
5489,h:1346,1,3.063499,101.692509
7219,h:161,1,40.750771,-73.85031
6172,h:1177,1,39.179479,-76.668584
11931,h:2748,1,-8.663298,115.186593
9879,h:14124,1,33.847158,-84.373871
8721,h:20962,1,45.683034,9.609649
10316,h:1916,1,38.6225,-90.193222
16949,h:1209,1,33.299328,-111.899014
17302,h:264,1,41.893815,-87.622123
7804,h:35417,1,53.170889,6.866744
2741,h:13428,1,42.470973,-71.208529
6360,h:8201,1,43.085255,-77.635744
7603,h:249,1,42.753945,-73.783086
8778,h:961,1,35.229636,-80.923466
230,h:4420,1,34.026708,-118.381181
1052,h:13078,1,21.323068,-157.874076
1376,h:1513,1,34.140903,-118.359353
465,h:1799,1,35.428822,-97.423188
3194,h:15701,1,-6.217559,106.735612
3616,h:1960,1,39.957617,-75.189571
13730,h:1281,1,51.500999,-0.0792
11510,h:4031,1,34.105112,-118.29181
612,h:2057,1,37.457907,-122.430083
3342,h:17031,1,29.834789,-95.459014
503,h:2366,1,38.943639,-77.019632
10976,h:13401,1,41.8849,-71.0675
328,h:5635,1,42.627646,-82.948749
15018,h:525,1,38.852149,-77.021962
3146,h:9157,1,-8.660476,115.221655
8454,h:771,1,39.286392,-76.61524
15886,h:26661,1,27.833778,-82.322419
7874,h:3117,1,42.027441,-91.631285
11033,h:6530,1,3.129676,101.647108
15873,h:13436,1,40.519795,-74.283347
10322,h:38242,1,20.209017,-98.018129
8793,h:2151,1,33.757248,-84.394784
2353,h:1037,1,40.733633,-74.171534
560,h:3025,1,41.790899,-71.35557
30,h:20,1,37.772698,-122.405819
6828,h:7164,1,45.70702,12.24941
8585,h:34315,1,45.595783,8.640447
11028,h:1013,1,42.36783,-71.115634
3938,h:22119,1,-7.950568,112.615029
3866,h:141,1,40.727503,-73.990573
7107,h:3170,1,40.931517,-74.069717
4135,h:625,1,38.897655,-77.006629
14988,h:1734,1,41.013427,-73.64346
15361,h:41708,1,36.133286,-95.952286
9343,h:147,1,40.723983,-73.992921
12076,h:572,1,44.883328,-93.210709
14048,h:11625,1,51.473918,-3.154761
7123,h:138,1,40.698079,-73.926618
276,h:4970,1,-7.065455,110.420776
15468,h:52,1,33.126033,-117.310708
2018,h:19637,1,46.606195,-120.472529
14988,h:4046,1,40.759,-73.979
11362,h:11088,1,38.71487,-75.08985
17258,h:2361,1,35.849594,-78.602432
16264,h:391,1,37.421827,-122.084552
12606,h:12420,1,34.070005,-117.965165
11392,h:693,1,40.694566,-73.991818
5573,h:3124,1,49.301858,-123.13188
5908,h:2045,1,40.692122,-89.59568
11791,h:150,1,40.741967,-73.989491
13501,h:846,1,40.660717,-73.969402
14296,h:2361,1,35.22829,-77.558341
6957,h:2554,1,-30.049082,-51.213906
4578,h:13303,1,45.629798,12.374225
1764,h:11359,1,48.12094,16.562238
8607,h:264,1,41.977135,-87.905431
12694,h:9390,1,25.745593,-80.298308
7940,h:18283,1,-5.133945,119.41216
8446,h:15289,1,51.163298,6.73196
15923,h:2511,1,39.973075,-75.162288
15458,h:1638,1,42.090823,-71.263292
18009,h:954,1,26.071085,-80.140886
7583,h:1273,1,51.494898,0.07378
3209,h:6656,1,38.873776,-77.10438
8716,h:8105,1,45.527408,-122.961452
6977,h:159,1,40.7169,-73.9566
10482,h:150,1,40.743624,-73.984669
14918,h:162,1,40.762868,-73.975235
16845,h:165,1,40.759318,-73.985066
13776,h:905,1,21.334453,-157.931904
240,h:4534,1,52.357502,4.930758
2713,h:4597,1,29.768704,-95.35119
5883,h:6438,1,42.944593,-88.061425
1548,h:8759,1,33.863518,-117.739794
15908,h:41996,1,25.774817,-80.188209
9360,h:3190,1,25.750068,-80.24252
5387,h:29,1,37.7813,-122.392
2374,h:246,1,40.712785,-74.011931
13901,h:853,1,39.262736,-74.642924
5902,h:11403,1,41.564287,-87.522272
4442,h:954,1,30.330013,-87.143549
13808,h:40897,1,44.045207,-123.084495
16887,h:20702,1,-6.115908,106.904179
8145,h:4029,1,34.094571,-118.282774
15787,h:846,1,40.71381,-73.951115
16727,h:3129,1,49.27839,-123.055335
2899,h:8382,1,39.52294,-119.816234
1993,h:824,1,47.668689,-122.385376
7336,h:12506,1,34.566523,-118.081438
8590,h:2220,1,34.069784,-118.376448
13922,h:451,1,29.582858,-99.730389
13197,h:3714,1,38.241149,-122.620716
14289,h:97,1,40.733053,-73.997851
13003,h:2612,1,-6.21,106.85
10381,h:7621,1,-7.257086,112.709977
3328,h:445,1,40.765003,-73.987456
17932,h:3096,1,37.672596,-77.566285
764,h:3340,1,55.704043,37.580152
10866,h:514,1,38.886939,-77.002191
15617,h:9145,1,34.132233,-117.616874
4516,h:12345,1,37.928594,-122.014675
16794,h:39627,1,39.329885,-76.602167
11232,h:9021,1,37.28716,-121.949966
14564,h:17503,1,30.256068,-81.567699
18011,h:11645,1,40.82301,-73.410371
9879,h:2151,1,33.764678,-84.38873
8198,h:17626,1,44.025148,-88.561424
4291,h:9145,1,34.077741,-117.556779
9907,h:55,1,34.030619,-118.484016
8289,h:1820,1,47.4504,8.5619
5228,h:30864,1,61.155309,-149.90968
4413,h:15976,1,35.374027,-80.725917
1,h:32,1,37.784497,-122.432217
3097,h:3534,1,36.59981,-121.895315
1550,h:16729,1,44.054581,-121.2686
11854,h:5516,1,-6.293893,106.834405
16740,h:3328,1,38.257286,-85.756516
9466,h:20287,1,42.499147,-88.309804
10526,h:97,1,40.733797,-73.998745
6957,h:9787,1,-27.703149,-48.503024
1004,h:9187,1,34.00197,-117.924846
518,h:3316,1,40.575966,-111.900729
11047,h:5954,1,52.362861,4.866494
12187,h:39797,1,0.574229,123.049118
5260,h:2382,1,40.287622,-76.66259
7267,h:120,1,48.870834,2.346879
823,h:7867,1,41.970964,-87.762148
8140,h:980,1,43.085533,-79.052455
15042,h:12937,1,51.442123,5.483097
6737,h:424,1,38.896639,-77.051825
14789,h:935,1,49.279027,-123.116255
7141,h:12992,1,47.481883,19.094824
16937,h:4308,1,40.74968,-73.88013
14734,h:6646,1,34.154379,-118.789386
348,h:1366,1,40.808807,-73.936443
3074,h:179,1,40.710929,-73.960049
14773,h:159,1,40.717416,-73.960623
12885,h:8302,1,42.702517,-71.440793
4852,h:150,1,40.742055,-73.988113
10109,h:141,1,40.726475,-73.984637
15195,h:8076,1,48.133673,11.549506
5868,h:260,1,33.640992,-84.432835
12885,h:8302,1,42.702517,-71.440793
2747,h:3029,1,42.733271,-84.468555
7251,h:1048,1,40.890028,-74.258394
7353,h:10231,1,45.009123,-93.126746
17797,h:165,1,40.756006,-73.988988
7211,h:198,1,33.809297,-117.925331
15367,h:1873,1,42.979441,-85.585642
3548,h:25999,1,38.589691,-121.522558
12053,h:39723,1,49.822854,-97.149117
14811,h:4550,1,52.351824,4.936757
3403,h:139,1,40.774456,-73.971454
3109,h:24446,1,42.965201,-85.671569
14988,h:3786,1,41.166833,-73.265338
5306,h:1695,1,40.753759,-73.983607
5219,h:152,1,40.772726,-73.917646
12313,h:2326,1,34.001682,-118.487291
4078,h:528,1,42.335589,-71.046007
13106,h:88,1,40.723754,-73.996451
5982,h:9922,1,43.617903,-79.516382
1709,h:264,1,41.8871,-87.646
13257,h:40540,1,-22.353426,-42.707611
8530,h:36370,1,32.808817,-96.79489
11641,h:7745,1,42.2255,-71.0331
15908,h:41996,1,25.774817,-80.188209
6542,h:3039,1,38.872559,-77.007809
7246,h:2151,1,33.758579,-84.398907
2368,h:1217,1,40.666582,-73.984972
5204,h:6863,1,43.040397,-87.911352
9302,h:1542,1,1.49392,124.843232
1142,h:13837,1,36.171357,-86.799067
14573,h:9597,1,32.751447,-97.082801
9147,h:4660,1,-6.274614,107.09721
6989,h:11761,1,27.683506,-97.327285
16713,h:12012,1,33.500198,-111.92502
2009,h:14566,1,39.536618,-104.841683
11653,h:3063,1,29.599429,-98.596137
802,h:9171,1,41.869758,-88.339603
2020,h:19456,1,44.964361,-93.259903
13352,h:913,1,41.883682,-87.63997
1026,h:150,1,40.753759,-73.983607
5895,h:29847,1,51.668356,-0.601449
1851,h:209,1,32.269745,-110.893541
72,h:249,1,41.249604,-73.692627
2117,h:2071,1,26.205326,-80.156806
17178,h:2670,1,-23.577,-46.639537
14643,h:31,1,37.699982,-121.907821
6311,h:19872,1,43.702343,-79.419202
9777,h:19176,1,34.26128,-116.885257
6968,h:3386,1,37.783626,-122.457294
16875,h:159,1,40.721029,-73.956463
12264,h:159,1,40.720344,-73.951412
14958,h:2752,1,-6.294811,106.800688
1993,h:19418,1,47.6295,-122.372
3188,h:9412,1,-29.845725,31.024618
15654,h:1644,1,39.356146,-74.439116
857,h:442,1,40.689197,-74.044547
6900,h:961,1,35.221291,-80.817316
17302,h:907,1,41.894627,-87.623745
8128,h:518,1,39.84993,-104.673786
6249,h:9781,1,33.963758,-116.516919
283,h:3445,1,41.795344,12.250571
15279,h:12925,1,43.66545,-79.304466
2194,h:5394,1,-33.925931,18.415146
2449,h:14259,1,40.725221,-73.945621
8263,h:3170,1,40.918116,-74.076363
5337,h:7687,1,44.944215,-93.144802
1942,h:33,1,37.79726,-122.435563
12946,h:2976,1,40.326853,-83.757829
15489,h:1271,1,41.899204,12.486309
14518,h:6254,1,35.205669,-80.85414
3226,h:8193,1,33.198461,-96.707036
8320,h:141,1,40.730079,-73.981566
16159,h:9414,1,-25.962726,28.121546
12191,h:16986,1,33.458822,-112.071522
10473,h:21,1,37.76716,-122.43052
2011,h:9646,1,-6.148827,106.825526
15703,h:18173,1,41.776579,-72.520288
6820,h:1222,1,40.723145,-74.008777
11231,h:8126,1,39.991217,-86.006019
16154,h:359,1,49.281717,-123.119322
9599,h:19294,1,39.087018,-76.706586
2791,h:2360,1,33.746149,-78.845229
