USERID,OBJID,RATING,LATITUDE,LONGITUDE
wM7HTh-ixzNpZfTvFZmbuw,Kuv-QSWUtOm5IjAxcFMl8A,3,41.5005333,-81.5921431
1DsuFRjdW0gDA23Xswzoqg,9sj2psPlhRi_SNOEvFHLDA,4,33.2632013,-111.8591003
fiGqQ7pIGKyZ9G0RqWLMpg,VG-ceXs6jg_gZ5R7gfkTxQ,2,36.0680431216,-115.177205911
CxDOIDnH8gp9KXzpBHJYXw,-IsUvuuWTPSNRTTdsVg3dA,3,43.866086,-79.3871031
CqkdpG2tkCPQA69umlAHsA,9iHmgsWwhCb__SLkDhMeOQ,4,55.9548425,-3.1884308
eB2NMM2Gl5EMx18xRZ5zoQ,AQpa7zmLctO7b9mdFU-_Og,4,43.034036434,-89.5441021312
r6bTtMJ26w3Vy46CxYJu0w,jLxeBgWhLRbII2ACkgH1Sg,5,36.1443811,-115.2742995
qp0Ne8Ndhucz7s46GLO0og,_xAbfp_lpNuoEOhswrK75g,2,43.7698287539,-79.4128414349
fhAk9y00oF5yvXwn8gl3JQ,xcmmTXhuMx2fZF2Bt69F4w,4,40.4500419,-79.9139009
kpHdkRStMN-jUui8aYvK0w,LqEZNMIsJOWUWSxdHHCBig,5,40.4245046,-79.9645648
rVsu1V6P7pJom8eJbE9tow,P1mwP32yzgxi4Ya2EjevHw,4,43.5529181,-79.5846404
wCsEkVq4p8R3qtHJf2Exbg,J0ET9_Zvh10E02BrEN74iw,1,43.671077,-79.3879681
T9QzRoP0LZYU7yar41Q7ig,fCq3AVUzWDarScN020AcjQ,2,33.6399207,-111.9453756
CxDOIDnH8gp9KXzpBHJYXw,0ljaLiSQPmVo6HTMQVwjIQ,3,43.8333762,-79.3077753
SxV1Jq7UANuSYpn42JXvOA,8bf9uFKNIccP1MPjY3b5BA,2,55.9532583,-3.1905764
RL1MW9aNgl_bm0MLKGpARw,7Zy_t_6zsc7K-0nCIRgVUQ,1,48.89142,9.16902
XfZ9TO6ZWJLp0vbUCm6g4w,HfagQNcFAdexV3ZdifSWQw,4,35.2042232,-80.8013468
Dr5Ur42YH2oxGIGNY6ylkA,LBpfHl4wjpCE3ObVLDRSzA,5,35.198675,-80.840597
3vGiPNH4yCAj88-kfdvbjw,E8zpGiYERqkN-FMhq0bPIg,1,45.5009023,-73.573669
wOWT8bL1qKKp9pm71F8_-w,L65LabyOfKn3pKXRrJ4FKw,3,43.704929,-79.398142
7kfJk_NtOslC9jPk2Koz3g,87I8ba2FKYKeXyAhiC6cLg,4,43.6485203,-79.3979855
V0l1qUOVAHt6UwRt6UThuw,BhSBdVYkrRwijEWqI9yFXQ,1,41.508952,-81.597067
lROh5HIO2jd2VhDOp8yO6w,SN5r_mlySBoAGVzXD6K0qA,3,33.569041,-111.8872821
SCYd8BnpdTCoGIFUIw_SWA,DgZ-pZUo3drzpiCDlDr9IQ,4,33.4133505,-111.8759922
oG34tQ9DhUrq_Jbm3Bs6aA,8R_oemw4rNjJL6sd40O_oQ,4,33.495514,-111.979848
M-xJMhi-HphpWaD2992K3A,CMJqS9j_FB_lSgMhnl_NFQ,3,36.0863213,-115.1928917
ZY3ZalGTEWp7M7clk3c8cw,6Lqjhx0NloQWVwWdonh5lA,2,35.225849,-80.843178
GoeHBmVr2bb395Zb74vU_w,8iRfD5IizYki0F8QlAlL2g,2,43.074609,-89.392719
xXQTdJXPGOP-NUYctcQw8g,0TzWi6YK90-NU6_q46HXBw,5,55.9653525,-3.1762455
KPJy6NHjLvFV1u1Av5E07g,Kg_BVi5x9MIbOdbu1kWOKA,3,48.7727597339,9.1743605476
K0sapHOlhlGNjx3GBeSf5A,cRg3UmihPM7WToVs_XRvlA,4,33.569402,-112.1204191
KTK_ws8lu_TWfR7DtDWjMA,q9SVBDGK8EZZ7ICUao1skA,5,33.5975834,-112.0110882
cAGLhKABH4U6Xm6--hDmSA,b0G2INUfL0yA4CzEPiJAdw,4,41.360126,-81.68677
Nwb9CPnmRJFBzQsXkCq7-w,I0X5Q8WYTb6J9wlPXgKEVQ,3,43.0507994497,-89.47582528
TzVKYaAERWxUrhVMJh4XlA,6Myjl5fCmTZRKVntmY0wjw,5,48.7316,9.11008
o7NMUfN_8HrSC6waZkLpKA,cKgUCzMGuRgkbKXUsgeXUw,4,33.498914,-111.928574
Sipq0LRFGisXSSEcB4w7Zg,LHYFHwPo1hKp8plKsMPXmA,5,33.3068352,-111.7531122
w5bnlvDwF-vhsA6ENqxQAA,OWosSGg6rWKzpoemRZT5Ig,2,36.1236044,-115.2977051
SxMBY64n31UHPjxzIastUg,dXxDnS8KWtZMzi7UsWleYQ,4,43.6582044,-79.3889987
gGdg9LOh61iUX1ui6suS0w,rPfjmOrUXeSHD2wpukgbwg,3,48.798505,9.210921
hYnq9-wO-RzmiTTGMCNJgA,5-9qpAW2QNE0zP3Bbxfvog,4,43.6379596,-79.4196416
UvIb5v3biEgcxWKnxf0ocg,wY75eFVppJy3Ux7NGEY2GA,4,55.9406111,-3.1807525
uddWmfMhvMYaj3Uog3fMjw,53GguDU6v46zPJTL3CZl5g,5,43.6621038957,-79.3797745184
hy4uEHgITEfzxrXzyDhCRg,5wWlM1ZxY7N9kuAlWUVVOQ,3,41.4836484,-81.6997967
TGYl5ZF0cr_nve4QCzshZg,Ha1Pa5ihg5fthh3RlUQm-Q,4,33.5096035,-112.0771705
TXTwGSSoE0oop0mYZqElTw,Ck3hUFGtY6z4CFhTPeJduw,1,43.653226,-79.3831843
HvQ576LJm6i6QZuTwl7WVg,DzwI3SeioglNzPdo57ltJw,4,55.9500823,-3.1836304
1gEx8Si6rkStWBp_IXnGCw,7UtkCrwe99zGtWM70XyLtA,3,35.3415518,-80.7662614
7_lYp42oYr5C8PoYDIu6cA,_2VNYA-7q7qjjCUqK1JeqQ,1,41.4600123,-81.9512458
5QFws6LKMCZCgKHl8WR1jQ,cd5Utm93d5Ta_F4e8A3pCA,2,41.380101,-81.742862
r9tjKaqLvLKF7PvDnUsFnA,Kb1QJkhQ7dc96vkP32-1RQ,4,33.2463379,-111.8424831
d5WLqmTMvmL7-RmUDVKqqQ,oKYUMYQI7AkjCJdRsKlqtg,4,43.0745112925,-89.3792792157
1FB1Vc4zne5AJAliqdMeWA,GSPp_14rD62k-Eb8EN4fug,2,43.657833,-79.4009503
dxCce2EdLOAy78Y3fAXCgw,f4kNNLU_0q_2J711jCN7dA,5,36.1136516,-115.1383819
OXDIm9gqgtedByYC_D7Vig,SLD5QYRCOgP2UDscLyrcaw,4,43.6446857,-79.4164747
93sq_DjYULPMD1HyhM5klw,Cr9yQp1qrYOJTx1J-aCWeQ,1,43.6816428,-79.4735265
5Ymfsf9fAYz-Ds_p0xawVQ,Cekodu-0p5Nwg04qnB3p2A,5,45.478836,-73.6030874
exEElE4pG-ZwoCMwoYddeg,-GdhJT4mmu7_QYm6DRA_YQ,4,35.4451542238,-80.8806558038
lxLvaKzRcN-7gtxyywgRbA,MskgyqzTW_PRgQbN-xnwlg,4,43.714679,-79.726123
xCy8vHGhfHQb9TfmnKP6EA,_vEYHILSLy9MJsUBlhoLeA,3,48.7715,9.15934
DEFk299pEBqKgUgQ703V9g,5VtT9Pf7zOBP2OD5xaKLYw,3,40.4334502,-80.0038971
gIcGDqhRnjo6yt-UvrwZwQ,urkVZybwRNeOeu5vB2zUIg,3,43.7075984,-79.3756179
CqkdpG2tkCPQA69umlAHsA,iuBq9jufvQvoOYOIwtn-Ag,5,55.9532048,-3.1949218
bpgbVPJcG-wQ4cNBcPPIxw,cKgUCzMGuRgkbKXUsgeXUw,4,33.498914,-111.928574
fkMiipV4j_DG5nSoBnZvbg,M4j4R5VPwP0UVlSba24C3g,3,43.7057042,-79.3613513
U7sj7oS-rotdKQiwrWYeSw,HOMqym6ceItYao90zNPrkg,5,43.0566445,-89.4974411
OVRN1T10x-VLst-7fc-iwg,Jv92Dw1KwGxznKEUa1XRLA,4,33.3176189883,-111.827774048
YDkC5VVT8s9NlIZtAr8NUA,AIMffDJ5PtTU9BrEDce0ZQ,1,36.1569658,-115.3335939
TXTwGSSoE0oop0mYZqElTw,6x3zxKZ9GAu1HGH3fDbYyA,3,43.9719174,-79.2438124
bxgECHJYNrd_M9bb0BEFNA,DgZ-pZUo3drzpiCDlDr9IQ,5,33.4133505,-111.8759922
P_cM_cXgjuQd-CVJ5_HB0A,7tt_k9g0ftb6v-7hxL6vBw,5,55.9587723873,-3.2102437969
WLE_sZQm2k0yE1rmStp_Eg,UDdyjzFWWF-XW1uSkNOkQw,4,55.9489446,-3.1871794
vNbr4JUZtIDB34xT-1n8ew,kyS7_vA_kNIluBQDOyWfIw,3,40.3829391,-80.0447435
0qG3zyNmEbWFdq9DKdJvGw,KXITXbKuE60WSUDs7NZVLQ,2,36.12478,-115.167966
I-ekdLDXyUHdtkTkdzEZWw,HclsvIPHKPGPX0jAhH8hRg,5,36.0159192,-115.1195241
miYadhpWV81SXUEae3LX_A,PjmlNZk57A0HP04RWFQs4Q,4,33.3059046,-111.9024622
lr22Y8AqhDdqLa3Wl0s_fw,WC6dLi2opwdVXC1EL0VMow,4,55.944986,-3.19298
YDx_hrAjnVhtaJhbQY_XJg,T9QjpTZPcWEa3i96tdLHbw,4,43.0028431,-89.5328228
TprC8sujz8MkwuomrqUSiw,Yp1swb-8pO8i-6-jaK2tsA,3,36.0624835344,-115.04578047
bJ9JnroYXtpbIbJBp2zFTw,5VsUFnYEMCUfKpGOJnUmSA,5,45.4962872,-73.57578
cqecqnFK2eu88VtKJLHpiA,DtQClnfivgyhxhj2iK6ffg,4,55.9526562,-3.1944974
duku8ZJEzJC3_E8602coqg,ZAcldWPPzu-vMoJShkEv2Q,3,43.0940385,-89.3443949
j55ySt8CuDQ0bahoVBAb_A,Ii5QoEPa3cSa_oR5DXgWkA,4,43.8681725,-79.2842659
0EhPIlDozxGKpbbHRr6vZg,VSNUFYBQ_wOFmRXZ8SeQ4w,3,40.4523578,-79.9820206
PomQayG1WhMxeSl1zohAUA,DKjmvDeWNslwVeV_j7xFeA,4,36.1142773,-115.1709763
nR1qONvRodw27pOQxRM1Mg,Rv1IiQaIIDunqzS8dSvHCw,5,36.2192233223,-115.242703788
qvvpeBLkV4Shx0Teh87lPA,J8J8878I3S5ENqJ8wI087Q,4,43.6804885,-79.4175051
5J9F7TmbgEAznoQ2T6tbRw,jY2RWYyP42EhEtmhfQrnPQ,5,33.5107388,-112.072473
0J9mtVJ4_QGsXYVK8qJzOQ,dnL3yOplcB8x7-aVOpWD_Q,3,43.8852684,-79.3704887
55sdBWUYfoIgjL62Fn1xRQ,JfHXzulF6yIKgA22YYPedw,1,33.5453442508,-112.043043594
FTPe7VVwGDM8j9csFhShWA,rry0ESbBfS9s-acxsUVq_g,5,36.1500593653,-115.333062574
_7PfR6Tvh2xTbiVi1GELoQ,jG0m1-899xwYY3IXpTRRCQ,4,36.1034389,-115.1377629
7hAhYoMPjHnxKCz6MQ95Bg,mu1eSL6FyJrGAFxwa-geNQ,4,43.6703141,-79.3846529
Mz3ZAFChRgBMgaaB5sJU_Q,UVaRGEMPViXT4ENxXg2EJA,4,33.3830599545,-111.842070222
F0Oco8PiWbkM3INpbIh1Pw,gQMAcDm8kv8ev7x2BshMwg,5,33.5100117,-112.0960331
emvy7_txcsOsaW5vTd5INQ,L0Or9sadqPFjWnypp7d9Mw,5,33.3087055,-111.68902
BhYROfCjIJsKUk22_IVHig,ADkvznpeBJJCcJByoccg2Q,4,55.9435044151,-3.1918394566
jwfOpCgeob0itikBIfPi2Q,Hs3dQOfhOosp66qotwaBSw,3,33.5099936,-112.0968175
4TY8dDlgoso_xdfVvLkW1w,RtXj1StQUbCMEmxRR10Bqg,4,33.3111103,-111.7405238
sYQyXDjGaJj7wfaqz5u8KQ,4P1h3LKaCkgQL5dSy5d9gw,3,33.6259426,-111.9242184
aDYNz8cujkDdmbiOh95ANA,06zYmp6wz6DXKRKSv4co8Q,3,35.0314810755,-80.8522725105
i4iUqFsonaiaxRO7QfOHjA,6BjIGgxIkCks3NTpkj3fAw,5,33.448333,-112.074127
48vRThjhuhiSQINQ2KV8Sw,Ona9aVr6RJRL3xyPNlKSPA,4,36.1439997,-115.146423
O6dMShJ-dIX_4Qsq6mvvqA,LLNmo66wO1xoi-yma1HybA,2,55.9432066,-3.2078002
eBVFtdxqTGdogezZ98HUsQ,07d3uZ-jZdw63T9PbQTUUw,4,55.9777631,-3.1779952
C2b35VOxP2LhqEn90f1lyA,ShlPoJpwWCrkUvYy6fUEow,4,43.6698537,-79.3008106
QpnH7JOjbMAAaYw0IIt_Xg,7clfykpzt8ZBUgj0jqHxng,4,55.9465384033,-3.2141058647
Wc5L6iuvSNF5WGBlqIO8nw,dQAcT0i8dqlzK5YMa1bWDQ,4,45.5362608,-73.6138698
3Uv0dGI2IXJb2OUj8R2GJA,WZhI-q8IyV7ec_4kWzrSmQ,5,41.4589103,-81.7770917
7vJT5yNQwoz3AGDzYdj1cA,PhIDDFL4EkHnpAveqKrciw,5,55.9508836714,-3.204269126
utRlrauZEOF_2kASsIoJ7A,Iexv0Un2MfGEjHk8ejL8Ww,4,55.9525715,-3.2001769
7_lCUJN3MObQvNDxIiE2kA,5tWubNFqesBmq38hJYFzxQ,4,55.9480746012,-3.1944895842
yI4LI8-aYYUS9MmrfpidMQ,LunzNBjKtsYoTaDx5mbYvQ,3,55.9800589,-3.1796685
soXCrtlQ3_z_kBC7OrT-_Q,XG3WiXIco4bn1-4vT2un9Q,5,36.0792103975,-115.299648043
_PvyIrD0Mp-NswjUKv1URA,7mEOaifDP-1eGu_7KgsiaA,3,43.5510394,-79.687825
0EdHQkDZf3ydT25cXK40lg,9RsIfJvThEwSgCXdTOPieQ,4,55.9545211,-3.198144
GwOM1kyHnwTU-FgiDhbO1A,hlE_n9e48MO5wYhAFGg4Kg,2,33.6677717,-112.1244039
aPTrjSKjmFJPzlD0GL4llA,dygRCQs457VLQzygnwfjYw,4,48.772838824,9.1766796548
0tvCcnfJnSs55iB6mqPk3w,y5KAK-uNq1M-cOuqLq2t1g,3,36.0595960836,-115.04575196
oV2mfhfYHugKdDm-0SlNYQ,PFPUMF38-lraKzLcTiz5gQ,5,43.6538837,-79.4251143
ws8w3gzeKvdJ04vkKSiYvw,L1UQxjOrMMyRzQn-YpUpJw,3,45.5250014,-73.5753992
C8irw69IcDsvgQ7vCOW9rA,1WBVqmo7tgF0z0eGf4fPhQ,5,36.1969444,-115.2621175
UNSUk0fGl4vhMziQT4qiaA,5Nr1rkaTmyWqBAsil5CLDg,2,35.2279912,-80.843388
wtKdt9mbZ5w_7jcE0Lk9Mw,jaI2y3WsNXysaf43KnJJJQ,5,33.6864762,-111.924068
8XlZ4F-ZhtAa_YHbhBPibg,6Wvn57wjSrVX7gJM37CIZw,3,36.1024457969,-115.169506073
l-B4axUNxQ9FVVxeQm8t2A,7idU1TIBYR0nCc8dtwjeCQ,5,33.3872039,-111.935773
VkWUgLZkholyRWagwDpgHw,5o06zE1PfIs-fN8KjHmO6w,4,45.5330973,-73.5839617
rGd8YUtvhSdMm8-9cMdQ4Q,K7szuaFnuV6nz4w_i-bLPg,5,45.5252188,-73.5750686
3MNqjMzoMYHO0lSHEBpSCQ,avpF0bQMLX3sfSxrLtcc5Q,5,43.643079,-79.4249373
BqAMAM9wkjUyOJzqYOHg5g,Xg5p0LH1zE0ew0CDt6nuqw,3,43.6572517,-79.3845265
GJSN7MjCCQCRjyjWp2SWTw,2OJrznHaA4Gz_KYbQnAuzQ,1,36.1254066954,-115.195941391
miYadhpWV81SXUEae3LX_A,4kV-Kb5VUdMnKb7NLPmN3Q,4,33.3366763,-111.7570081
yocUoAflwaRsnyUf6ceQwA,Y6npOkrSk-pr9TqXIhzaEQ,5,48.798592,9.1630227
szyiQXEhOZYmFwBtHGYoDQ,xcmmTXhuMx2fZF2Bt69F4w,5,40.4500419,-79.9139009
iulBbKzODeFMZlxBgosx4Q,INhB1x7emw82FGseZvyBrw,4,41.504066,-81.662419
5Mujjzv-ZH6HhxT-hWCpVg,i5eg3oMtF9ItIBpEfRWkcQ,5,55.9481729,-3.1914612
Nk6mfstSCbP9zn2dObMSLw,ECHQJwI6Xeu3SmYh_WL3Vw,5,43.6516378574,-79.3837810371
JnPIjvC0cmooNDfsa9BmXg,Szn_fD1ezFeSRao3bRx7Ow,4,43.6348327653,-79.3240356445
PeLGa5vUR8_mcsn-fn42Jg,6aImh7Tu2RS90AxCg3W3YA,2,33.4833171,-111.9266653
MPozTU7MRVKYISO5prvzdg,f-Nk4rNCmJhYom1_6RdWqg,2,43.0747377,-89.3874429
eeBt7Uo5FOXwvaLIeW3fGA,WTyohERz470hlBtcQ6HtiA,2,43.6567455,-79.380484
WyMuUvqsJN1-s6LsNIeAlQ,jLxeBgWhLRbII2ACkgH1Sg,5,36.1443811,-115.2742995
XEHZoTDWjw3w-gcQyYIe4g,6aImh7Tu2RS90AxCg3W3YA,1,33.4833171,-111.9266653
WWWujmZ95y0a2RR5_kQ9sw,P-EL0Hepmd4aU-hxHygI3w,5,36.1204796,-115.1721746
lJFBgSAccsMGwIjfD7LMeQ,PuxKvdjE1vyPyswDZ1ZFFA,3,41.4155356,-81.9248663
lEw2VL9JCDFk3R5NzahqnA,INhB1x7emw82FGseZvyBrw,4,41.504066,-81.662419
s6jHqwwRcRBMMYjQdps8dA,HkVVY_22ZVv_f2tD3G8NuA,4,55.9525725,-3.2043102
JUT0U3HTSB3kz9Wh7N0GqA,LI7C0hgc2DMZs85DY0AbyQ,3,43.1121887,-89.3637767
1JEXL5K6VTx01tAs6Jskkg,4V_EncSagOpI_0IuS7vURw,3,36.1586242,-115.2047571
GvIJqIr7GcbGUUxxrgXg2A,yl2A66u5Xe-oBbb64H92qA,5,43.6614691,-79.4284853
s2o_JsABvrZVm_T03qrBUw,8olG8J91NG_QU92WHG5QfA,5,36.1191125,-115.2797333
qlC607Cyp0Mj91vDFvkp3Q,4_AJ0ur_R60kH5CYD2UKkQ,4,35.2329575,-80.8439988
zp4UT0rcYPbrjbT3QaL7OA,71CNsnmRbnDsPb2o1UrkKg,4,43.7208066,-79.4562054
gvuvcjAVl1ElyXTgU80VRg,Oyo5CWthu2upxxaf69MfIg,3,36.1260199,-115.219839
XqqmYmSIFX_TJZ6A2KOOig,1tt9E8rExnMXhvV_1UYZpQ,3,55.9454643771,-3.233720047
duku8ZJEzJC3_E8602coqg,NYf9TKBKPpa1wkA_uwIlfg,5,43.0832527245,-89.3643164635
tj_4IPQxrgSXd3OJN71s7Q,P7pxQFqr7yBKMMI2J51udw,4,36.1097544,-115.1738726
ZIOCmdFaMIF56FR-nWr_2A,JRoJwJkO-VtBFngswsIhgw,4,36.144013,-115.193147
JCQnDywaGsFswcWt6aWbMA,YJ_nOxPvADRDVRpNi3WSCw,2,33.7120374706,-112.112244866
tM84r9rP7XTjX4SnRzviMA,Ba1mUpWmKzQ0v-yb2PA17Q,5,33.2999479471,-111.841702783
J56C7Dc9E7Q0mpMTJGW6Qw,Or2bdvlyc7Su8ydBqts27w,3,43.7468247,-79.3534485
135DbbQnr3BEkQbBzZ9T1A,bxut9wt40ikh63hCgenkLQ,2,40.4457782424,-79.9963158434
AnXbqBBa4tZ21RbPWpKoqg,NBzGH18iPeou72wxBl27sQ,5,55.9422351,-3.2408065
InLqIX5bb2M7H724adkYVg,kRgP3LxO2ugBrC1YpWLncA,5,33.611520848,-112.170486564
gwIqbXEXijQNgdESVc07hg,_3lIBvmGuRzry5FNN1WprA,2,43.6616374,-79.3816808
uSMK7y_H2DzRX7WcKXtFgQ,qRQPfzTXw7UujKoZB510Hg,4,43.6391236152,-79.417759914
LAwyrUSg6BrQUK3Pr-NK5Q,rXUZNVlpWMV5ORDDSguOEQ,5,35.443879,-80.8724469
5Hk0sTvyPTdazvxrxwzoJw,e-khOwCeoG5h_earJu9aVA,4,43.6623625,-79.4256786
CFZK6gTLDVuv4dnXaHI8qA,JyxHvtj-syke7m9rbza7mA,2,36.0950586541,-115.208877933
hhQUVO2AqBdSeQcPo19Bsw,tPsx_jubFAa1VSp00MUypw,5,35.385772,-80.945838
a4mO387_O77ebmv8AlQB3A,suWzonG75m7R4k90dEHONg,4,36.1147619,-115.1729315
oyRKhwTODN_H21jTxIgEIg,7BsdthkYwRmJpUX7huwhHA,4,43.657285,-79.448031
TbhyP24zYZqZ2VJZgu1wrg,0BJK4_RQnNiiXJcYPEgG3w,3,43.6659752,-79.4067809
K_z7MwoCTY4WEn3QFuwnzw,dbXHtWl2le74TI1uTD0Hog,2,33.466218,-112.3583411
1l4xyCisqnaDQzLnPDS0yA,1SBQZNmv8Q4PUfip-oCJyQ,3,43.7229898,-79.4159645
4Gbq5r5Xp34ofXl8K-8QPw,VSo34eZH-0u-CMyLpXD1qQ,3,41.519356,-81.496749
IlQz6io5ZR6eum0CsbfC9g,2s2ww6WaulfOEI16s1uyDg,5,36.1145216983,-115.281079035
m2xXzkkKFxzx_yG29y3q8A,_AjPCWOaGSkolVPn7q8Ktg,4,33.4588994,-112.0662616
WbFk1imKyG8zg8jRFpXMAw,JyxHvtj-syke7m9rbza7mA,5,36.0950586541,-115.208877933
PHHkFuuTqQbfyjP1qex-3A,QFzuAG9a6ptbhGWQtPA1rg,4,55.9458986,-3.2031302
N3oNEwh0qgPqPP3Em6wJXw,1BrIPwRhJHOp6yBwjoRtgg,4,36.195612,-115.258259
KDwy0hhTPHOtE8qmb46A0w,LYgAf_vpMQU6JqBcTXg-Sw,4,33.3850902,-111.8061801
Cy80vakyzvbZfrsbldOElw,CAx9t7jx-l9LfbPKH5PUSg,5,33.678168824,-112.03071998
FIt6aTdK_iWsxoBqGVHaFg,2jqUYcKMYZXnpxNTkORJgQ,2,40.4514509,-79.9838567
b8LFVfj8Gu3FWJB38b-EDQ,WWZgzuTn1k7Yn9bJ_Pr0Kg,5,33.6664543152,-112.124526978
mY3NA8f6H0-i38SOjxyhFg,PrWHqgeH3fVLimrit6jIiA,4,45.4827712,-73.5754832
_wHADdCHQtfXA7TVpEw37w,3s18jqd-YZad723hTsC31A,5,33.6264184,-112.0132464
LOke7sXkgYRQFzsWRFxicg,1BrIPwRhJHOp6yBwjoRtgg,5,36.195612,-115.258259
ocB1WhramMTkICc5sZ1bUQ,0LKcSabd5Gd5oz-qrHTzZg,4,33.5012604,-111.9233633
fwJr8mZu9cWTplq3Cm4dqA,-0tgMGl7D9B10YjSN2ujLA,2,33.6111282077,-111.998512848
dtanlcid8_m1L49ZK1YPfw,-IP0Y1XLcnxb6yfMxPcLfQ,5,43.6715964,-79.3783961
6Q-lmfBlse3-VcULgtp_vg,aIZQF2UCLv6ru-zsPK4H2Q,4,33.399961,-112.0294349
qdThrtl1CRRnN5O18war6Q,I_rRc2qaclt-dGX6RS1-Sg,4,48.814456,9.017966
6DbvYyAvTtXTmVOAG32Djw,ZiOvvKr0gwp3qH7Bu3YyTg,5,40.4514177,-79.9340951
53bZ_EsXH71L7iFs5MP9_w,ByF6BhEWd8if3hiNM-BU9w,3,36.1407035,-115.1823137
_5keMAmic7zzrnM5mVefBw,9GukPjHTMOrys-xhzgTwSw,5,35.480714,-80.860512
lK-nDdaTfvhuhUowIyOpmw,W7Z0ShzARk2L7ZAYucGPqg,4,36.2757936,-115.2792077
51munej7rdZuB7KfPofhaA,GKwuLzyy9NY59Ch5PMe51Q,3,41.15699,-81.4105215
Ytjon2aVUm09CMdfGJxZYg,GB8qlM45USlFJ6bGoO8Bpg,4,41.4691626,-81.7693063
0tvCcnfJnSs55iB6mqPk3w,A37JfEzlKQygyzA-5p2dWw,4,36.110604,-115.169689
j47tduRDpWQI1lTJKdjIkQ,0X3P9USnJofwVkM_bCc2Bw,1,33.618716,-111.906244
NTtgQrb8VGr_xKePhppqjA,as_fyujgsdwtV56n31z-Sw,4,41.4795046,-81.8414304
8SgjU2fID9VqKQooFt1DIQ,kn5Zd5FApH3PYGN8tw6bSQ,4,33.5051068,-112.0821304
eOTzkS-by4pVwwCVrifmqg,BIl12Kgh-3FJMQdQv1H-Ug,2,43.6499769,-79.3808871
lOZKlSyQa-jSv4HZ66okGg,L4ivYHVCDpIE0SrPaCn0LA,4,55.9405446,-3.18082
dMx-PR1ujNveu6kdQU5Q7w,bDi4i_iL6b6mTo3BFpvbTw,4,41.4644104,-81.5376919
ugNQV0isqQSAuuGzoK87sQ,YavRvjbLsvh4DYDJPAfJIA,4,36.0253639,-115.1189835
qvvpeBLkV4Shx0Teh87lPA,G2i46bMQIk1Lv9erfUhMiA,4,43.6662984,-79.4057874
CXVMRsnbuuNKetMy_gAyBw,PGzprYh4koGuKUH_jJa2oA,1,33.571608,-112.081336
rMsB82tk9uOB6JumPMgczg,s1b39BK1WFRY9200fwFCmg,4,33.3019210712,-111.897036061
-wQ0r4tp6eo6SveGHeMB4Q,2xlQ1OA8iU2V460CgS37-w,2,43.6605266,-79.44374
Wc5L6iuvSNF5WGBlqIO8nw,DnJ5i7-SZRJ6X5ZGWCI36Q,4,45.5154735,-73.5639579
M6EkAFfIpIgonH3pbJ6KDQ,Rx85NUdD6MhrgKxHr05NlQ,1,55.9505673425,-3.1854763592
oPVY6-CJt2EI335lKWwxmg,DfhzmbGPKGYSzFQ2iKrLRw,3,45.5078655,-73.5535222
qgtRPFqskbohnS80_t9ORQ,u_s0zWoTlX7PoYDjtKAK2w,3,33.5822338,-112.1684105
aDYNz8cujkDdmbiOh95ANA,qx03j5fR_ZaCmSS7zBSGVg,3,35.0511698,-80.8483143
4fVpNDKn7mYEPr4zJPBAmQ,HVsQftDkmNsI2GGyy0mjig,1,33.512726,-112.1003959
Cy1PV2TdYeDFA16mUOlr3Q,OZ529jDJ0l8cpkC7j-X_dw,4,55.9521704,-3.198054
5i8f_qKmYjBuRODEa_XQMw,LxVXWgWZNhiRjsXTsPIy4w,3,43.6374814124,-79.6915986272
yXIFCpTAJkKzyoWXm4opqg,AWapUDjX0ybACN2smqaZig,3,41.4959931,-81.706275
zsna_iioQVRKVNn3NLUjMA,VYUBY9SLdrvaajeX8i3kCA,4,43.7639846802,-79.3997650146
zh7csWc3GAUksnShzGp-WQ,eMLvsFmMFtzTaIn1LJJbdQ,3,43.6521073,-79.3686142
pFfZdrY_EbDlTxEwKbZl3A,dpHM2isBgLbQLI_rCg5i9g,5,43.6586005,-79.4421299
hYnq9-wO-RzmiTTGMCNJgA,5tTl2RsI2FtTTXjAbntLkg,4,45.5196367,-73.5728458
NsHeN5dKRmYfJTmTxMITmQ,DKjmvDeWNslwVeV_j7xFeA,4,36.1142773,-115.1709763
243VUTbQBl8ozvZC3fV0zg,zFl1EKiFA2TcW8q9Uvt8DA,4,41.406068,-81.710836
2MLTkPNp9ldB4YBOi5k4qA,gQMAcDm8kv8ev7x2BshMwg,4,33.5100117,-112.0960331
7YkAI5_NfbcwhQeKMSZRwg,G1t8_G105yWDTPiWe1oEQw,4,36.0034527,-115.1130112
zPmSHgYVv3-izp6wIQ8ylA,OULgDHe71Bng9dew9kPQkA,3,43.654098,-79.391547
OcHE6d04oznL9psu73wkXA,YJ_nOxPvADRDVRpNi3WSCw,4,33.7120374706,-112.112244866
wIkoy0ragos9CD94oUA-eQ,as_fyujgsdwtV56n31z-Sw,5,41.4795046,-81.8414304
UNb9r8__MMVsAZFkpEJnew,GXdnO7m8X4tjVl7MXHgN4g,5,36.168245,-115.13913
KxGeqg5ccByhaZfQRI4Nnw,ESQoAgfEMZFE7PQN-OKLMg,5,33.5012809,-111.9232955
j6wLUT0ZXi-x0otelYIFpA,0bfspeY446EbLSb-7IKoBg,1,43.665399,-79.4114716
Wu0yySWcHQ5tZ_59HNiamg,XNjMGEboQTvRJVg6S9bbrQ,3,43.6672865,-79.4007994
