[INFO ] 2018-05-22 11:37:57,758 -- WorkingPath: /Users/igorsantana/Projects/v2-tcc-pesquisa/datasets/CARSKit.Workspace/
[INFO ] 2018-05-22 11:37:57,770 -- Your original rating data path: /Users/igorsantana/Projects/v2-tcc-pesquisa/datasets/reduzido.csv
[INFO ] 2018-05-22 11:37:57,771 -- Current working path: /Users/igorsantana/Projects/v2-tcc-pesquisa/datasets/CARSKit.Workspace/
[WARN ] 2018-05-22 11:37:57,775 -- You rating data is in Compact format. CARSKit is working on transformation on the data format...
[INFO ] 2018-05-22 11:37:58,066 -- Data transformaton completed (from Compact to Binary format). See new rating file: /Users/igorsantana/Projects/v2-tcc-pesquisa/datasets/CARSKit.Workspace/ratings_binary.txt
[INFO ] 2018-05-22 11:37:58,090 -- Dataset: ...ARSKit.Workspace/ratings_binary.txt
[INFO ] 2018-05-22 11:37:58,093 -- DataPath: /Users/igorsantana/Projects/v2-tcc-pesquisa/datasets/CARSKit.Workspace/ratings_binary.txt
[INFO ] 2018-05-22 11:37:58,619 -- Rating data set has been successfully loaded.
[INFO ] 2018-05-22 11:37:58,628 -- 
/***************************************************************************************************
 *
 * Dataset: /Users/igorsantana/Projects/v2-tcc-pesquisa/datasets/CARSKit.Workspace/ratings_binary.txt
 * 
 * Statistics of U-I-C Matrix:
 * User amount: 548
 * Item amount: 549
 * Rate amount: 607
 * Context dimensions: 2 (latitude, longitude)
 * Context conditions: 1096 (latitude: 548, longitude: 548)
 * Context situations: 547
 * Data density: 0.00000067185363493266%
 * Scale distribution: [2.0 x 61, 4.0 x 194, 1.0 x 33, 5.0 x 180, 3.0 x 139]
 * Average value of all ratings: 3.703460
 * Standard deviation of all ratings: 1.152765
 * Mode of all rating values: 4.000000
 * Median of all rating values: 4.000000
 *
 ***************************************************************************************************/
[INFO ] 2018-05-22 11:37:58,631 -- With Setup: cv -k 10 -p on --rand-seed 1 --test-view all
[DEBUG] 2018-05-22 11:37:58,640 -- Fold [1]: training amount: 546, test amount: 61
[DEBUG] 2018-05-22 11:37:58,647 -- Fold [2]: training amount: 546, test amount: 61
[DEBUG] 2018-05-22 11:37:58,662 -- Fold [3]: training amount: 546, test amount: 61
[DEBUG] 2018-05-22 11:37:58,679 -- Fold [4]: training amount: 547, test amount: 60
[DEBUG] 2018-05-22 11:37:58,699 -- Fold [5]: training amount: 546, test amount: 61
[DEBUG] 2018-05-22 11:37:58,728 -- Fold [6]: training amount: 546, test amount: 61
[DEBUG] 2018-05-22 11:37:58,756 -- Fold [7]: training amount: 547, test amount: 60
[DEBUG] 2018-05-22 11:37:58,840 -- Fold [8]: training amount: 546, test amount: 61
[DEBUG] 2018-05-22 11:37:58,847 -- Fold [9]: training amount: 546, test amount: 61
[DEBUG] 2018-05-22 11:37:58,850 -- Fold [10]: training amount: 547, test amount: 60
[DEBUG] 2018-05-22 11:38:15,430 -- BPR fold [7] iter 57: loss = 455.1172, delta_loss = 16.470102, learn_rate = 0.029271264
[DEBUG] 2018-05-22 11:38:15,480 -- BPR fold [10] iter 55: loss = 494.92584, delta_loss = 19.82035, learn_rate = 0.026549898
[DEBUG] 2018-05-22 11:38:15,512 -- BPR fold [8] iter 56: loss = 474.27798, delta_loss = 12.5855055, learn_rate = 0.027877394
[DEBUG] 2018-05-22 11:38:15,536 -- BPR fold [2] iter 56: loss = 484.55173, delta_loss = 15.253922, learn_rate = 0.027877394
[DEBUG] 2018-05-22 11:38:15,549 -- BPR fold [5] iter 56: loss = 470.59937, delta_loss = 19.90946, learn_rate = 0.027877394
[DEBUG] 2018-05-22 11:38:15,591 -- BPR fold [6] iter 57: loss = 466.9217, delta_loss = 12.639919, learn_rate = 0.029271264
[DEBUG] 2018-05-22 11:38:15,598 -- BPR fold [1] iter 57: loss = 463.47018, delta_loss = 17.773413, learn_rate = 0.029271264
[DEBUG] 2018-05-22 11:38:15,659 -- BPR fold [9] iter 57: loss = 463.95865, delta_loss = 17.488504, learn_rate = 0.029271264
[DEBUG] 2018-05-22 11:38:15,663 -- BPR fold [4] iter 56: loss = 482.80618, delta_loss = 8.677332, learn_rate = 0.027877394
[DEBUG] 2018-05-22 11:38:15,681 -- BPR fold [3] iter 57: loss = 452.57986, delta_loss = 25.458906, learn_rate = 0.029271264
[DEBUG] 2018-05-22 11:38:15,779 -- BPR fold [7] iter 58: loss = 447.11392, delta_loss = 8.00327, learn_rate = 0.030734826
[DEBUG] 2018-05-22 11:38:15,794 -- BPR fold [2] iter 57: loss = 472.0144, delta_loss = 12.537309, learn_rate = 0.029271264
[DEBUG] 2018-05-22 11:38:15,835 -- BPR fold [8] iter 57: loss = 459.6637, delta_loss = 14.614282, learn_rate = 0.029271264
[DEBUG] 2018-05-22 11:38:15,836 -- BPR fold [10] iter 56: loss = 493.1913, delta_loss = 1.7345506, learn_rate = 0.027877394
[DEBUG] 2018-05-22 11:38:15,883 -- BPR fold [4] iter 57: loss = 464.64963, delta_loss = 18.156553, learn_rate = 0.029271264
[DEBUG] 2018-05-22 11:38:15,885 -- BPR fold [6] iter 58: loss = 447.6003, delta_loss = 19.321375, learn_rate = 0.030734826
[DEBUG] 2018-05-22 11:38:15,909 -- BPR fold [5] iter 57: loss = 463.8186, delta_loss = 6.7807665, learn_rate = 0.029271264
[DEBUG] 2018-05-22 11:38:15,929 -- BPR fold [1] iter 58: loss = 446.35565, delta_loss = 17.114555, learn_rate = 0.030734826
[DEBUG] 2018-05-22 11:38:15,966 -- BPR fold [3] iter 58: loss = 448.7109, delta_loss = 3.8689613, learn_rate = 0.030734826
[DEBUG] 2018-05-22 11:38:15,992 -- BPR fold [7] iter 59: loss = 438.38278, delta_loss = 8.731118, learn_rate = 0.032271568
[DEBUG] 2018-05-22 11:38:16,005 -- BPR fold [9] iter 58: loss = 452.31552, delta_loss = 11.643137, learn_rate = 0.030734826
[DEBUG] 2018-05-22 11:38:16,114 -- BPR fold [8] iter 58: loss = 441.09802, delta_loss = 18.565695, learn_rate = 0.030734826
[DEBUG] 2018-05-22 11:38:16,140 -- BPR fold [2] iter 58: loss = 449.3405, delta_loss = 22.673912, learn_rate = 0.030734826
[DEBUG] 2018-05-22 11:38:16,182 -- BPR fold [10] iter 57: loss = 466.11053, delta_loss = 27.080782, learn_rate = 0.029271264
[DEBUG] 2018-05-22 11:38:16,218 -- BPR fold [6] iter 59: loss = 442.7203, delta_loss = 4.880025, learn_rate = 0.032271568
[DEBUG] 2018-05-22 11:38:16,229 -- BPR fold [5] iter 58: loss = 443.73843, delta_loss = 20.080168, learn_rate = 0.030734826
[DEBUG] 2018-05-22 11:38:16,245 -- BPR fold [1] iter 59: loss = 436.9196, delta_loss = 9.436065, learn_rate = 0.032271568
[DEBUG] 2018-05-22 11:38:16,297 -- BPR fold [9] iter 59: loss = 432.43448, delta_loss = 19.881031, learn_rate = 0.032271568
[DEBUG] 2018-05-22 11:38:16,322 -- BPR fold [4] iter 58: loss = 457.25906, delta_loss = 7.390566, learn_rate = 0.030734826
[DEBUG] 2018-05-22 11:38:16,330 -- BPR fold [7] iter 60: loss = 427.3958, delta_loss = 10.986964, learn_rate = 0.033885147
[DEBUG] 2018-05-22 11:38:16,339 -- BPR fold [3] iter 59: loss = 438.562, delta_loss = 10.148897, learn_rate = 0.032271568
[DEBUG] 2018-05-22 11:38:16,412 -- BPR fold [8] iter 59: loss = 435.32993, delta_loss = 5.768082, learn_rate = 0.032271568
[DEBUG] 2018-05-22 11:38:16,423 -- BPR fold [2] iter 59: loss = 438.75757, delta_loss = 10.582945, learn_rate = 0.032271568
[DEBUG] 2018-05-22 11:38:16,482 -- BPR fold [5] iter 59: loss = 433.0428, delta_loss = 10.6956415, learn_rate = 0.032271568
[DEBUG] 2018-05-22 11:38:16,488 -- BPR fold [6] iter 60: loss = 428.70865, delta_loss = 14.011649, learn_rate = 0.033885147
[DEBUG] 2018-05-22 11:38:16,494 -- BPR fold [10] iter 58: loss = 443.68076, delta_loss = 22.429762, learn_rate = 0.030734826
[DEBUG] 2018-05-22 11:38:16,516 -- BPR fold [1] iter 60: loss = 428.05447, delta_loss = 8.8651, learn_rate = 0.033885147
[DEBUG] 2018-05-22 11:38:16,555 -- BPR fold [9] iter 60: loss = 418.68137, delta_loss = 13.753129, learn_rate = 0.033885147
[DEBUG] 2018-05-22 11:38:16,585 -- BPR fold [3] iter 60: loss = 427.51144, delta_loss = 11.050576, learn_rate = 0.033885147
[DEBUG] 2018-05-22 11:38:16,603 -- BPR fold [4] iter 59: loss = 429.97742, delta_loss = 27.281628, learn_rate = 0.032271568
[DEBUG] 2018-05-22 11:38:16,639 -- BPR fold [7] iter 61: loss = 414.62973, delta_loss = 12.766094, learn_rate = 0.035579402
[DEBUG] 2018-05-22 11:38:16,700 -- BPR fold [8] iter 60: loss = 419.70084, delta_loss = 15.629104, learn_rate = 0.033885147
[DEBUG] 2018-05-22 11:38:16,718 -- BPR fold [2] iter 60: loss = 420.92435, delta_loss = 17.833208, learn_rate = 0.033885147
[DEBUG] 2018-05-22 11:38:16,747 -- BPR fold [10] iter 59: loss = 436.21896, delta_loss = 7.4618077, learn_rate = 0.032271568
[DEBUG] 2018-05-22 11:38:16,758 -- BPR fold [6] iter 61: loss = 423.14743, delta_loss = 5.5612197, learn_rate = 0.035579402
[DEBUG] 2018-05-22 11:38:16,780 -- BPR fold [5] iter 60: loss = 424.49365, delta_loss = 8.54912, learn_rate = 0.033885147
[DEBUG] 2018-05-22 11:38:16,784 -- BPR fold [1] iter 61: loss = 418.42233, delta_loss = 9.63214, learn_rate = 0.035579402
[DEBUG] 2018-05-22 11:38:16,821 -- BPR fold [4] iter 60: loss = 424.65842, delta_loss = 5.3190036, learn_rate = 0.033885147
[DEBUG] 2018-05-22 11:38:16,822 -- BPR fold [3] iter 61: loss = 417.16183, delta_loss = 10.349593, learn_rate = 0.035579402
[DEBUG] 2018-05-22 11:38:16,825 -- BPR fold [9] iter 61: loss = 415.81137, delta_loss = 2.8699872, learn_rate = 0.035579402
[DEBUG] 2018-05-22 11:38:16,852 -- BPR fold [7] iter 62: loss = 404.66132, delta_loss = 9.968424, learn_rate = 0.037358373
[DEBUG] 2018-05-22 11:38:16,931 -- BPR fold [8] iter 61: loss = 412.52646, delta_loss = 7.174359, learn_rate = 0.035579402
[DEBUG] 2018-05-22 11:38:16,936 -- BPR fold [2] iter 61: loss = 406.55005, delta_loss = 14.374307, learn_rate = 0.035579402
[DEBUG] 2018-05-22 11:38:16,959 -- BPR fold [10] iter 60: loss = 429.47455, delta_loss = 6.744394, learn_rate = 0.033885147
[DEBUG] 2018-05-22 11:38:16,991 -- BPR fold [1] iter 62: loss = 399.54214, delta_loss = 18.880201, learn_rate = 0.037358373
[DEBUG] 2018-05-22 11:38:17,016 -- BPR fold [6] iter 62: loss = 402.4003, delta_loss = 20.747137, learn_rate = 0.037358373
[DEBUG] 2018-05-22 11:38:17,023 -- BPR fold [5] iter 61: loss = 416.19403, delta_loss = 8.299619, learn_rate = 0.035579402
[DEBUG] 2018-05-22 11:38:17,067 -- BPR fold [9] iter 62: loss = 412.24344, delta_loss = 3.5679471, learn_rate = 0.037358373
[DEBUG] 2018-05-22 11:38:17,075 -- BPR fold [4] iter 61: loss = 419.7583, delta_loss = 4.90013, learn_rate = 0.035579402
[DEBUG] 2018-05-22 11:38:17,099 -- BPR fold [3] iter 62: loss = 407.99838, delta_loss = 9.163475, learn_rate = 0.037358373
[DEBUG] 2018-05-22 11:38:17,147 -- BPR fold [8] iter 62: loss = 400.7733, delta_loss = 11.753179, learn_rate = 0.037358373
[DEBUG] 2018-05-22 11:38:17,105 -- BPR fold [7] iter 63: loss = 391.45114, delta_loss = 13.210181, learn_rate = 0.039226294
[DEBUG] 2018-05-22 11:38:17,235 -- BPR fold [2] iter 62: loss = 406.6001, delta_loss = -0.05004339, learn_rate = 0.037358373
[DEBUG] 2018-05-22 11:38:17,275 -- BPR fold [10] iter 61: loss = 412.85443, delta_loss = 16.620129, learn_rate = 0.035579402
[DEBUG] 2018-05-22 11:38:17,284 -- BPR fold [1] iter 63: loss = 399.6488, delta_loss = -0.106671944, learn_rate = 0.039226294
[DEBUG] 2018-05-22 11:38:17,358 -- BPR fold [6] iter 63: loss = 407.53314, delta_loss = -5.132837, learn_rate = 0.039226294
[DEBUG] 2018-05-22 11:38:17,358 -- BPR fold [9] iter 63: loss = 390.64294, delta_loss = 21.600498, learn_rate = 0.039226294
[DEBUG] 2018-05-22 11:38:17,366 -- BPR fold [5] iter 62: loss = 400.3128, delta_loss = 15.881242, learn_rate = 0.037358373
[DEBUG] 2018-05-22 11:38:17,372 -- BPR fold [4] iter 62: loss = 393.77606, delta_loss = 25.982246, learn_rate = 0.037358373
[DEBUG] 2018-05-22 11:38:17,389 -- BPR fold [3] iter 63: loss = 391.34213, delta_loss = 16.65623, learn_rate = 0.039226294
[DEBUG] 2018-05-22 11:38:17,428 -- BPR fold [7] iter 64: loss = 379.25528, delta_loss = 12.195835, learn_rate = 0.041187607
[DEBUG] 2018-05-22 11:38:17,522 -- BPR fold [8] iter 63: loss = 396.59848, delta_loss = 4.1748013, learn_rate = 0.039226294
[DEBUG] 2018-05-22 11:38:17,535 -- BPR fold [10] iter 62: loss = 397.1987, delta_loss = 15.655737, learn_rate = 0.037358373
[DEBUG] 2018-05-22 11:38:17,537 -- BPR fold [2] iter 63: loss = 392.0708, delta_loss = 14.529297, learn_rate = 0.018679187
[DEBUG] 2018-05-22 11:38:17,612 -- BPR fold [1] iter 64: loss = 388.43796, delta_loss = 11.210862, learn_rate = 0.019613147
[DEBUG] 2018-05-22 11:38:17,682 -- BPR fold [6] iter 64: loss = 390.4206, delta_loss = 17.112534, learn_rate = 0.019613147
[DEBUG] 2018-05-22 11:38:17,688 -- BPR fold [9] iter 64: loss = 382.79425, delta_loss = 7.8486853, learn_rate = 0.041187607
[DEBUG] 2018-05-22 11:38:17,690 -- BPR fold [5] iter 63: loss = 390.65347, delta_loss = 9.659342, learn_rate = 0.039226294
[DEBUG] 2018-05-22 11:38:17,707 -- BPR fold [4] iter 63: loss = 400.36847, delta_loss = -6.592421, learn_rate = 0.039226294
[DEBUG] 2018-05-22 11:38:17,711 -- BPR fold [7] iter 65: loss = 371.5237, delta_loss = 7.731587, learn_rate = 0.04324699
[DEBUG] 2018-05-22 11:38:17,738 -- BPR fold [3] iter 64: loss = 379.3415, delta_loss = 12.000647, learn_rate = 0.041187607
[DEBUG] 2018-05-22 11:38:17,821 -- BPR fold [8] iter 64: loss = 385.98242, delta_loss = 10.616048, learn_rate = 0.041187607
[DEBUG] 2018-05-22 11:38:17,837 -- BPR fold [10] iter 63: loss = 397.8794, delta_loss = -0.68071085, learn_rate = 0.039226294
[DEBUG] 2018-05-22 11:38:17,842 -- BPR fold [2] iter 64: loss = 388.07462, delta_loss = 3.996171, learn_rate = 0.019613147
[DEBUG] 2018-05-22 11:38:17,886 -- BPR fold [1] iter 65: loss = 392.34415, delta_loss = -3.9062111, learn_rate = 0.020593803
[DEBUG] 2018-05-22 11:38:17,928 -- BPR fold [6] iter 65: loss = 377.1339, delta_loss = 13.286668, learn_rate = 0.020593803
[DEBUG] 2018-05-22 11:38:17,948 -- BPR fold [3] iter 65: loss = 374.53702, delta_loss = 4.804467, learn_rate = 0.04324699
[DEBUG] 2018-05-22 11:38:17,948 -- BPR fold [5] iter 64: loss = 379.39145, delta_loss = 11.262024, learn_rate = 0.041187607
[DEBUG] 2018-05-22 11:38:17,949 -- BPR fold [9] iter 65: loss = 374.9911, delta_loss = 7.803172, learn_rate = 0.04324699
[DEBUG] 2018-05-22 11:38:17,973 -- BPR fold [7] iter 66: loss = 366.10522, delta_loss = 5.4184785, learn_rate = 0.045409337
[DEBUG] 2018-05-22 11:38:17,971 -- BPR fold [4] iter 64: loss = 395.1475, delta_loss = 5.2209816, learn_rate = 0.019613147
[DEBUG] 2018-05-22 11:38:18,040 -- BPR fold [8] iter 65: loss = 371.3106, delta_loss = 14.671822, learn_rate = 0.04324699
[DEBUG] 2018-05-22 11:38:18,058 -- BPR fold [2] iter 65: loss = 386.1078, delta_loss = 1.9668267, learn_rate = 0.020593803
[DEBUG] 2018-05-22 11:38:18,067 -- BPR fold [10] iter 64: loss = 389.94415, delta_loss = 7.935247, learn_rate = 0.019613147
[DEBUG] 2018-05-22 11:38:18,177 -- BPR fold [1] iter 66: loss = 379.48502, delta_loss = 12.859134, learn_rate = 0.010296902
[DEBUG] 2018-05-22 11:38:18,182 -- BPR fold [5] iter 65: loss = 372.73724, delta_loss = 6.654202, learn_rate = 0.04324699
[DEBUG] 2018-05-22 11:38:18,202 -- BPR fold [6] iter 66: loss = 376.65607, delta_loss = 0.4778621, learn_rate = 0.021623494
[DEBUG] 2018-05-22 11:38:18,217 -- BPR fold [3] iter 66: loss = 368.7796, delta_loss = 5.757435, learn_rate = 0.045409337
[DEBUG] 2018-05-22 11:38:18,248 -- BPR fold [4] iter 65: loss = 377.08466, delta_loss = 18.062847, learn_rate = 0.020593803
[DEBUG] 2018-05-22 11:38:18,280 -- BPR fold [7] iter 67: loss = 358.95966, delta_loss = 7.145583, learn_rate = 0.047679804
[DEBUG] 2018-05-22 11:38:18,299 -- BPR fold [9] iter 66: loss = 365.19598, delta_loss = 9.795095, learn_rate = 0.045409337
[DEBUG] 2018-05-22 11:38:18,420 -- BPR fold [8] iter 66: loss = 368.99738, delta_loss = 2.313227, learn_rate = 0.045409337
[DEBUG] 2018-05-22 11:38:18,422 -- BPR fold [2] iter 66: loss = 385.77356, delta_loss = 0.33422267, learn_rate = 0.021623494
[DEBUG] 2018-05-22 11:38:18,468 -- BPR fold [10] iter 65: loss = 374.24197, delta_loss = 15.70217, learn_rate = 0.020593803
[DEBUG] 2018-05-22 11:38:18,532 -- BPR fold [1] iter 67: loss = 374.27997, delta_loss = 5.2050653, learn_rate = 0.010811747
[DEBUG] 2018-05-22 11:38:18,551 -- BPR fold [6] iter 67: loss = 371.88492, delta_loss = 4.7711573, learn_rate = 0.022704668
[DEBUG] 2018-05-22 11:38:18,556 -- BPR fold [5] iter 66: loss = 369.25372, delta_loss = 3.4835122, learn_rate = 0.045409337
[DEBUG] 2018-05-22 11:38:18,564 -- BPR fold [3] iter 67: loss = 357.96136, delta_loss = 10.818209, learn_rate = 0.047679804
[DEBUG] 2018-05-22 11:38:18,578 -- BPR fold [4] iter 66: loss = 387.21442, delta_loss = -10.129782, learn_rate = 0.021623494
[DEBUG] 2018-05-22 11:38:18,580 -- BPR fold [9] iter 67: loss = 359.32428, delta_loss = 5.871706, learn_rate = 0.047679804
[DEBUG] 2018-05-22 11:38:18,624 -- BPR fold [7] iter 68: loss = 356.74704, delta_loss = 2.21259, learn_rate = 0.050063793
[DEBUG] 2018-05-22 11:38:18,709 -- BPR fold [10] iter 66: loss = 382.90063, delta_loss = -8.658649, learn_rate = 0.021623494
[DEBUG] 2018-05-22 11:38:18,722 -- BPR fold [8] iter 67: loss = 358.60165, delta_loss = 10.395739, learn_rate = 0.047679804
[DEBUG] 2018-05-22 11:38:18,750 -- BPR fold [2] iter 67: loss = 382.03506, delta_loss = 3.7384963, learn_rate = 0.022704668
[DEBUG] 2018-05-22 11:38:18,755 -- BPR fold [1] iter 68: loss = 374.155, delta_loss = 0.124960594, learn_rate = 0.011352334
[DEBUG] 2018-05-22 11:38:18,781 -- BPR fold [5] iter 67: loss = 357.51892, delta_loss = 11.734815, learn_rate = 0.047679804
[DEBUG] 2018-05-22 11:38:18,805 -- BPR fold [4] iter 67: loss = 378.5224, delta_loss = 8.69203, learn_rate = 0.010811747
[DEBUG] 2018-05-22 11:38:18,817 -- BPR fold [6] iter 68: loss = 371.27875, delta_loss = 0.60615826, learn_rate = 0.023839902
[DEBUG] 2018-05-22 11:38:18,826 -- BPR fold [9] iter 68: loss = 355.35397, delta_loss = 3.9702914, learn_rate = 0.050063793
[DEBUG] 2018-05-22 11:38:18,851 -- BPR fold [3] iter 68: loss = 348.32565, delta_loss = 9.635729, learn_rate = 0.050063793
[DEBUG] 2018-05-22 11:38:18,865 -- BPR fold [7] iter 69: loss = 346.37726, delta_loss = 10.369799, learn_rate = 0.052566983
[DEBUG] 2018-05-22 11:38:18,935 -- BPR fold [8] iter 68: loss = 354.70493, delta_loss = 3.8967237, learn_rate = 0.050063793
[DEBUG] 2018-05-22 11:38:18,941 -- BPR fold [10] iter 67: loss = 376.31195, delta_loss = 6.5886755, learn_rate = 0.010811747
[DEBUG] 2018-05-22 11:38:18,948 -- BPR fold [2] iter 68: loss = 379.7008, delta_loss = 2.3342712, learn_rate = 0.023839902
[DEBUG] 2018-05-22 11:38:18,976 -- BPR fold [9] iter 69: loss = 350.85815, delta_loss = 4.495816, learn_rate = 0.052566983
[DEBUG] 2018-05-22 11:38:19,040 -- BPR fold [1] iter 69: loss = 380.36703, delta_loss = -6.2120366, learn_rate = 0.011919951
[DEBUG] 2018-05-22 11:38:19,056 -- BPR fold [5] iter 68: loss = 349.35754, delta_loss = 8.161351, learn_rate = 0.050063793
[DEBUG] 2018-05-22 11:38:19,059 -- BPR fold [4] iter 68: loss = 368.26578, delta_loss = 10.256609, learn_rate = 0.011352334
[DEBUG] 2018-05-22 11:38:19,061 -- BPR fold [6] iter 69: loss = 368.2226, delta_loss = 3.0561595, learn_rate = 0.025031896
[DEBUG] 2018-05-22 11:38:19,104 -- BPR fold [7] iter 70: loss = 341.60437, delta_loss = 4.772899, learn_rate = 0.05519533
[DEBUG] 2018-05-22 11:38:19,108 -- BPR fold [3] iter 69: loss = 343.72824, delta_loss = 4.5974226, learn_rate = 0.052566983
[DEBUG] 2018-05-22 11:38:19,200 -- BPR fold [8] iter 69: loss = 344.81055, delta_loss = 9.894387, learn_rate = 0.052566983
[DEBUG] 2018-05-22 11:38:19,206 -- BPR fold [2] iter 69: loss = 375.02435, delta_loss = 4.6764636, learn_rate = 0.025031896
[DEBUG] 2018-05-22 11:38:19,227 -- BPR fold [10] iter 68: loss = 371.06754, delta_loss = 5.2444158, learn_rate = 0.011352334
[DEBUG] 2018-05-22 11:38:19,237 -- BPR fold [1] iter 70: loss = 372.06186, delta_loss = 8.3051815, learn_rate = 0.0059599755
[DEBUG] 2018-05-22 11:38:19,250 -- BPR fold [6] iter 70: loss = 364.1899, delta_loss = 4.0326777, learn_rate = 0.026283491
[DEBUG] 2018-05-22 11:38:19,260 -- BPR fold [5] iter 69: loss = 349.3189, delta_loss = 0.038662877, learn_rate = 0.052566983
[DEBUG] 2018-05-22 11:38:19,271 -- BPR fold [9] iter 70: loss = 339.44812, delta_loss = 11.410032, learn_rate = 0.05519533
[DEBUG] 2018-05-22 11:38:19,298 -- BPR fold [4] iter 69: loss = 373.39236, delta_loss = -5.1265674, learn_rate = 0.011919951
[DEBUG] 2018-05-22 11:38:19,318 -- BPR fold [7] iter 71: loss = 331.50946, delta_loss = 10.094898, learn_rate = 0.057955097
[DEBUG] 2018-05-22 11:38:19,326 -- BPR fold [3] iter 70: loss = 339.66458, delta_loss = 4.0636435, learn_rate = 0.05519533
[DEBUG] 2018-05-22 11:38:19,404 -- BPR fold [8] iter 70: loss = 334.96902, delta_loss = 9.841515, learn_rate = 0.05519533
[DEBUG] 2018-05-22 11:38:19,454 -- BPR fold [2] iter 70: loss = 364.09933, delta_loss = 10.925, learn_rate = 0.026283491
[DEBUG] 2018-05-22 11:38:19,470 -- BPR fold [10] iter 69: loss = 378.49347, delta_loss = -7.425922, learn_rate = 0.011919951
[DEBUG] 2018-05-22 11:38:19,499 -- BPR fold [9] iter 71: loss = 337.34567, delta_loss = 2.1024683, learn_rate = 0.057955097
[DEBUG] 2018-05-22 11:38:19,504 -- BPR fold [1] iter 71: loss = 370.19888, delta_loss = 1.8629706, learn_rate = 0.006257974
[DEBUG] 2018-05-22 11:38:19,529 -- BPR fold [6] iter 71: loss = 356.83667, delta_loss = 7.3532324, learn_rate = 0.027597666
[DEBUG] 2018-05-22 11:38:19,533 -- BPR fold [5] iter 70: loss = 339.99222, delta_loss = 9.32667, learn_rate = 0.05519533
[DEBUG] 2018-05-22 11:38:19,543 -- BPR fold [4] iter 70: loss = 364.03232, delta_loss = 9.360035, learn_rate = 0.0059599755
[DEBUG] 2018-05-22 11:38:19,554 -- BPR fold [7] iter 72: loss = 332.83145, delta_loss = -1.3219986, learn_rate = 0.060852855
[DEBUG] 2018-05-22 11:38:19,596 -- BPR fold [3] iter 71: loss = 333.64206, delta_loss = 6.0225153, learn_rate = 0.057955097
[DEBUG] 2018-05-22 11:38:19,672 -- BPR fold [8] iter 71: loss = 333.86002, delta_loss = 1.1090013, learn_rate = 0.057955097
[DEBUG] 2018-05-22 11:38:19,700 -- BPR fold [10] iter 70: loss = 372.61343, delta_loss = 5.8800235, learn_rate = 0.0059599755
[DEBUG] 2018-05-22 11:38:19,711 -- BPR fold [6] iter 72: loss = 347.34494, delta_loss = 9.4917345, learn_rate = 0.028977549
[DEBUG] 2018-05-22 11:38:19,717 -- BPR fold [2] iter 71: loss = 360.62454, delta_loss = 3.4747903, learn_rate = 0.027597666
[DEBUG] 2018-05-22 11:38:19,732 -- BPR fold [9] iter 72: loss = 332.3436, delta_loss = 5.002076, learn_rate = 0.060852855
[DEBUG] 2018-05-22 11:38:19,747 -- BPR fold [1] iter 72: loss = 379.30585, delta_loss = -9.106978, learn_rate = 0.006570873
[DEBUG] 2018-05-22 11:38:19,759 -- BPR fold [5] iter 71: loss = 332.75598, delta_loss = 7.236257, learn_rate = 0.057955097
[DEBUG] 2018-05-22 11:38:19,789 -- BPR fold [4] iter 71: loss = 368.46957, delta_loss = -4.437252, learn_rate = 0.006257974
[DEBUG] 2018-05-22 11:38:19,795 -- BPR fold [7] iter 73: loss = 325.29367, delta_loss = 7.5377874, learn_rate = 0.030426428
[DEBUG] 2018-05-22 11:38:19,831 -- BPR fold [3] iter 72: loss = 330.22116, delta_loss = 3.420922, learn_rate = 0.060852855
[DEBUG] 2018-05-22 11:38:19,891 -- BPR fold [8] iter 72: loss = 329.96048, delta_loss = 3.89954, learn_rate = 0.060852855
[DEBUG] 2018-05-22 11:38:19,914 -- BPR fold [2] iter 72: loss = 357.02124, delta_loss = 3.6033041, learn_rate = 0.028977549
[DEBUG] 2018-05-22 11:38:19,931 -- BPR fold [10] iter 71: loss = 368.25912, delta_loss = 4.3543196, learn_rate = 0.006257974
[DEBUG] 2018-05-22 11:38:19,943 -- BPR fold [9] iter 73: loss = 323.7012, delta_loss = 8.642379, learn_rate = 0.063895494
[DEBUG] 2018-05-22 11:38:19,955 -- BPR fold [6] iter 73: loss = 348.4542, delta_loss = -1.1092526, learn_rate = 0.030426428
[DEBUG] 2018-05-22 11:38:19,977 -- BPR fold [5] iter 72: loss = 332.18484, delta_loss = 0.57111096, learn_rate = 0.060852855
[DEBUG] 2018-05-22 11:38:19,983 -- BPR fold [1] iter 73: loss = 371.14423, delta_loss = 8.161637, learn_rate = 0.0032854364
[DEBUG] 2018-05-22 11:38:19,996 -- BPR fold [4] iter 72: loss = 363.05814, delta_loss = 5.4114246, learn_rate = 0.003128987
[DEBUG] 2018-05-22 11:38:20,015 -- BPR fold [7] iter 74: loss = 321.6848, delta_loss = 3.6088624, learn_rate = 0.031947747
[DEBUG] 2018-05-22 11:38:20,047 -- BPR fold [3] iter 73: loss = 322.96033, delta_loss = 7.260831, learn_rate = 0.063895494
[DEBUG] 2018-05-22 11:38:20,087 -- BPR fold [8] iter 73: loss = 333.07962, delta_loss = -3.1191301, learn_rate = 0.063895494
[DEBUG] 2018-05-22 11:38:20,151 -- BPR fold [2] iter 73: loss = 353.26212, delta_loss = 3.7591202, learn_rate = 0.030426428
